title,original_language,release_year,release_month,runtime,genre,averageRating,budget,revenue,agg_profit,norm_revenue
It,en,2017,9,72,"Comedy,Romance",7.2,35000000.0,701012746.0,666012746.0,116835457.66666667
The Dress,en,2017,8,85,Drama,5.5,2650000.0,16556.0,-2633444.0,2759.3333333333335
Annabelle: Creation,en,2017,8,109,"Horror,Mystery,Thriller",6.5,15000000.0,305384865.0,290384865.0,50897477.5
Wish Upon,en,2017,7,90,"Drama,Fantasy,Horror",5.1,12000000.0,23477345.0,11477345.0,3912890.8333333335
It Comes at Night,en,2017,6,91,"Drama,Horror,Mystery",6.2,5000000.0,19720203.0,14720203.0,3286700.5
The Mummy,en,2017,6,73,"Fantasy,Horror",7.0,195000000.0,409953905.0,214953905.0,68325650.83333333
47 Meters Down,en,2017,5,89,"Horror,Mystery,Thriller",5.6,5300000.0,62633705.0,57333705.0,10438950.833333334
Adrift,pt,2017,5,108,Drama,6.9,35000000.0,57897191.0,22897191.0,9649531.833333334
Alien: Covenant,en,2017,5,122,"Horror,Sci-Fi,Thriller",6.4,97000000.0,238521247.0,141521247.0,39753541.166666664
Phoenix Forgotten,en,2017,4,87,"Horror,Mystery,Sci-Fi",5.4,2800000.0,3697729.0,897729.0,616288.1666666666
Berlin Syndrome,en,2017,4,116,"Drama,Horror,Mystery",6.3,5500000.0,788191.0,-4711809.0,131365.16666666666
Life,en,2017,3,152,Drama,8.0,75000000.0,73521587.0,-1478413.0,12253597.833333334
Animal Kingdom,en,2017,2,113,"Crime,Drama,Thriller",7.2,4200000.0,8078683.0,3878683.0,1346447.1666666667
Get Out,en,2017,2,104,"Horror,Mystery,Thriller",7.8,5000000.0,252297405.0,247297405.0,42049567.5
Vamps,ru,2017,2,92,"Comedy,Horror,Romance",5.3,16000000.0,94812.0,-15905188.0,15802.0
The Covenant,en,2017,2,97,"Adventure,Fantasy,Horror",5.2,20000000.0,38164784.0,18164784.0,6360797.333333333
November,et,2017,2,90,Horror,7.2,250000.0,191862.0,-58138.0,31977.0
The Tunnel,en,2017,1,72,"Drama,Sci-Fi",6.2,135000.0,1348.0,-133652.0,224.66666666666666
The Bye Bye Man,en,2017,1,96,"Drama,Fantasy,Horror",4.3,7400000.0,31187727.0,23787727.0,5197954.5
Resident Evil: The Final Chapter,en,2016,12,107,"Action,Horror,Sci-Fi",5.5,40000000.0,314101190.0,274101190.0,44871598.571428575
The Eyes of My Mother,en,2016,12,76,"Drama,Horror,Thriller",6.2,300000.0,48539.0,-251461.0,6934.142857142857
Incarnate,en,2016,12,87,"Horror,Thriller",5.3,5000000.0,9371036.0,4371036.0,1338719.4285714286
Derailed,en,2016,12,102,"Crime,Drama",6.3,22000000.0,57520063.0,35520063.0,8217151.857142857
Max,en,2016,11,94,Family,5.7,20000000.0,43658157.0,23658157.0,6236879.571428572
Underworld: Blood Wars,en,2016,11,91,"Action,Fantasy,Thriller",5.8,35000000.0,81209222.0,46209222.0,11601317.42857143
Split,en,2016,11,85,"Comedy,Drama,Mystery",5.5,9000000.0,278754594.0,269754594.0,39822084.85714286
Heavy Metal,en,2016,11,86,"Adventure,Animation,Fantasy",6.6,9300000.0,19571091.0,10271091.0,2795870.1428571427
Ouija: Origin of Evil,en,2016,10,99,"Drama,Horror,Mystery",6.2,9000000.0,81831866.0,72831866.0,11690266.57142857
Terrifier,en,2016,10,85,"Horror,Thriller",5.6,35000.0,342749.0,307749.0,48964.142857142855
Hybrid,en,2016,10,92,"Biography,Documentary",7.5,200000.0,162605.0,-37395.0,23229.285714285714
The Watcher,en,2016,10,\N,\N,8.1,33000000.0,47267829.0,14267829.0,6752547.0
Blair Witch,en,2016,9,89,"Horror,Mystery,Thriller",5.0,10000000.0,38985577.0,28985577.0,5569368.142857143
When the Bough Breaks,en,2016,9,78,Drama,6.6,10000000.0,30768449.0,20768449.0,4395492.714285715
The Disappointments Room,en,2016,9,91,"Drama,Horror,Thriller",3.9,15000000.0,3503761.0,-11496239.0,500537.28571428574
Morgan,en,2016,9,89,"Drama,Romance,Sport",6.7,8000000.0,7298786.0,-701214.0,1042683.7142857143
Brother,ja,2016,8,98,Drama,6.9,12000000.0,477693.0,-11522307.0,68241.85714285714
Blood Feast,en,2016,8,67,Horror,5.0,1200000.0,8708.0,-1191292.0,1244.0
Lights Out,en,2016,7,70,"Crime,Drama",6.0,5000000.0,148806510.0,143806510.0,21258072.85714286
Simon,en,2016,7,101,"Comedy,Sci-Fi",6.3,1300000.0,1738663.0,438663.0,248380.42857142858
Silence,xx,2016,7,62,"Crime,Drama,Romance",6.4,46500000.0,23726626.0,-22773374.0,3389518.0
Yoga Hosers,en,2016,7,88,"Action,Comedy,Horror",4.3,5000000.0,38767.0,-4961233.0,5538.142857142857
The Purge: Election Year,en,2016,6,108,"Action,Horror,Sci-Fi",6.0,10000000.0,118514727.0,108514727.0,16930675.285714287
The Neon Demon,en,2016,6,117,"Horror,Thriller",6.1,7500000.0,3559803.0,-3940197.0,508543.28571428574
Kiss of Death,pt,2016,6,65,"Comedy,Crime,Drama",6.1,40000000.0,14942422.0,-25057578.0,2134631.714285714
Fright Night,zh,2016,6,106,Horror,7.1,30000000.0,40520649.0,10520649.0,5788664.142857143
Frankenstein,en,2016,5,70,"Drama,Horror,Sci-Fi",7.8,45000000.0,112006296.0,67006296.0,16000899.42857143
Restoration,en,2016,5,117,"Biography,Drama,History",6.6,18000000.0,4100000.0,-13900000.0,585714.2857142857
Meet the Blacks,en,2016,4,94,"Comedy,Horror",4.8,900000.0,9097072.0,8197072.0,1299581.7142857143
The Belko Experiment,en,2016,3,89,"Horror,Thriller",6.2,5000000.0,11792942.0,6792942.0,1684706.0
10 Cloverfield Lane,en,2016,3,103,"Drama,Horror,Mystery",7.2,15000000.0,108286422.0,93286422.0,15469488.857142856
The Forest,th,2016,3,85,"Horror,Thriller",3.9,10000000.0,40749230.0,30749230.0,5821318.571428572
The Other Side of the Door,en,2016,2,90,Drama,5.5,5000000.0,12905107.0,7905107.0,1843586.7142857143
Cabin Fever,en,2016,2,102,Drama,6.7,1500000.0,30351664.0,28851664.0,4335952.0
Pride and Prejudice and Zombies,en,2016,2,108,"Action,Comedy,Fantasy",5.8,28000000.0,16638300.0,-11361700.0,2376900.0
Conspiracy Theory,en,2016,1,135,"Action,Drama,Mystery",6.7,80000000.0,142783718.0,62783718.0,20397674.0
The Boy,en,2016,1,111,"Drama,Horror,Thriller",5.5,10000000.0,68220952.0,58220952.0,9745850.285714285
Friend Request,en,2016,1,87,Thriller,5.1,9900000.0,11310835.0,1410835.0,1615833.5714285714
Haunted Mansion,en,2015,12,90,Horror,4.9,157750000.0,114797989.0,-42952011.0,14349748.625
Troy,en,2015,12,163,"Adventure,Drama",7.3,150000000.0,483152040.0,333152040.0,60394005.0
Ghost Ship,th,2015,12,74,Horror,5.3,20000000.0,68349884.0,48349884.0,8543735.5
Krampus,en,2015,11,98,"Comedy,Fantasy,Horror",6.2,15000000.0,61788393.0,46788393.0,7723549.125
Last Christmas,no,2015,11,\N,Comedy,5.0,30000000.0,123429381.0,93429381.0,15428672.625
Playback,en,2015,11,92,"Drama,Thriller",4.2,1500000.0,54945.0,-1445055.0,6868.125
Margaret,en,2015,10,150,"Drama,Mystery",6.5,14000000.0,623292.0,-13376708.0,77911.5
Freaks of Nature,en,2015,10,92,"Comedy,Horror,Sci-Fi",5.9,33000000.0,70958.0,-32929042.0,8869.75
Scouts Guide to the Zombie Apocalypse,en,2015,10,93,"Action,Comedy,Horror",6.3,15000000.0,15554855.0,554855.0,1944356.875
Bone Tomahawk,en,2015,10,132,"Drama,Horror,Western",7.1,2000000.0,475846.0,-1524154.0,59480.75
Paranormal Activity: The Ghost Dimension,en,2015,10,88,"Horror,Mystery",4.6,10000000.0,77959374.0,67959374.0,9744921.75
Crimson Peak,en,2015,10,119,"Drama,Horror,Mystery",6.5,55000000.0,74966854.0,19966854.0,9370856.75
The Forsaken,en,2015,10,90,"Action,Fantasy,Horror",5.3,5000000.0,6755271.0,1755271.0,844408.875
Regression,en,2015,10,106,"Crime,Drama,Mystery",5.6,20000000.0,15824374.0,-4175626.0,1978046.75
Green Room,en,2015,9,95,"Crime,Horror,Music",7.0,5000000.0,3807503.0,-1192497.0,475937.875
Evolution,fr,2015,9,101,"Comedy,Sci-Fi",6.1,80000000.0,98341932.0,18341932.0,12292741.5
Deathgasm,en,2015,8,86,"Action,Comedy,Horror",6.3,200000.0,14685.0,-185315.0,1835.625
Unsullied,en,2015,8,93,"Action,Horror,Thriller",4.1,1500000.0,510957.0,-989043.0,63869.625
Sinister 2,en,2015,8,97,"Horror,Mystery,Thriller",5.3,10000000.0,54104225.0,44104225.0,6763028.125
Iris,en,2015,8,90,"Comedy,Drama,Mystery",6.4,5500000.0,5692941.0,192941.0,711617.625
Extinction,en,2015,8,80,Animation,6.6,20000000.0,2360000.0,-17640000.0,295000.0
Goosebumps,en,2015,8,103,"Adventure,Comedy,Fantasy",6.3,58000000.0,158952243.0,100952243.0,19869030.375
The Vatican Tapes,en,2015,7,91,"Horror,Thriller",4.7,13000000.0,14929184.0,1929184.0,1866148.0
The Messenger,en,2015,7,98,Drama,6.0,6500000.0,1744952.0,-4755048.0,218119.0
The Gallows,en,2015,7,81,"Horror,Mystery,Thriller",4.2,100000.0,41656474.0,41556474.0,5207059.25
Poltergeist,en,2015,5,114,"Horror,Thriller",7.3,35000000.0,95691732.0,60691732.0,11961466.5
Tarot,id,2015,5,120,"Comedy,Drama",6.5,8000000.0,49104745.0,41104745.0,6138093.125
Area 51,en,2015,5,91,"Horror,Mystery,Sci-Fi",4.3,5000000.0,7556.0,-4992444.0,944.5
Tag,ja,2015,5,91,Drama,4.1,28000000.0,77024944.0,49024944.0,9628118.0
Maggie,en,2015,5,86,\N,6.9,4500000.0,1027760.0,-3472240.0,128470.0
Awakenings,hi,2015,5,121,"Biography,Drama",7.8,29000000.0,51636504.0,22636504.0,6454563.0
Sleight,en,2015,4,80,Drama,8.0,250000.0,3934450.0,3684450.0,491806.25
The Outfit,en,2015,4,103,"Crime,Drama,Thriller",7.0,5000000.0,4389636.0,-610364.0,548704.5
Vampires,es,2015,4,108,"Action,Horror,Thriller",6.1,20000000.0,20268825.0,268825.0,2533603.125
The Walking Deceased,en,2015,3,88,"Comedy,Horror",3.6,2000000.0,43.0,-1999957.0,5.375
Nowhere to Run,zh,2015,3,86,"Drama,Thriller",4.8,15000000.0,52189039.0,37189039.0,6523629.875
Copycat,en,2015,3,123,"Drama,Mystery,Thriller",6.6,20000000.0,32051917.0,12051917.0,4006489.625
The Lazarus Effect,en,2015,1,83,"Horror,Mystery,Sci-Fi",5.2,5000000.0,38359310.0,33359310.0,4794913.75
Teeth,en,2015,1,60,Western,3.0,2000000.0,2350641.0,350641.0,293830.125
Alpha,el,2015,1,116,Crime,5.2,51000000.0,99624873.0,48624873.0,12453109.125
Exeter,en,2015,1,91,"Horror,Mystery,Thriller",4.5,25000.0,489792.0,464792.0,61224.0
The Border,en,2015,1,108,"Crime,Drama",6.4,13500000.0,6118683.0,-7381317.0,764835.375
Truth,en,2015,1,99,"Drama,Romance",5.8,9600000.0,6842580.0,-2757420.0,855322.5
Sleeper,en,2014,12,89,"Comedy,Sci-Fi",7.1,2000000.0,18344866.0,16344866.0,2038318.4444444445
Bodom,hu,2014,12,65,"Drama,Horror,Mystery",4.8,1250000.0,726460.0,-523540.0,80717.77777777778
Beautiful,en,2014,12,112,"Comedy,Drama",5.6,9000000.0,3134509.0,-5865491.0,348278.77777777775
Jessabelle,en,2014,11,90,"Drama,Horror,Mystery",5.4,10000000.0,6998359.0,-3001641.0,777595.4444444445
Grace,en,2014,10,89,Drama,7.7,5000000.0,8297.0,-4991703.0,921.8888888888889
Night of the Living Dead,en,2014,10,96,"Horror,Thriller",7.8,4200000.0,5835247.0,1635247.0,648360.7777777778
Unfriended,en,2014,10,83,"Horror,Mystery,Thriller",5.6,1000000.0,64364198.0,63364198.0,7151577.555555556
Reminiscence,en,2014,10,116,"Mystery,Romance,Sci-Fi",5.9,67972729.0,15449322.0,-52523407.0,1716591.3333333333
Girl,en,2014,10,99,"Comedy,Drama,Music",5.7,1750000.0,8719182.0,6969182.0,968798.0
Annabelle,en,2014,10,99,"Horror,Mystery,Thriller",5.4,6500000.0,256857527.0,250357527.0,28539725.222222224
Dracula Untold,en,2014,10,92,"Action,Drama,Fantasy",6.2,70000000.0,220241723.0,150241723.0,24471302.555555556
It Follows,en,2014,9,100,"Horror,Mystery,Thriller",6.8,2000000.0,23236296.0,21236296.0,2581810.6666666665
Tusk,en,2014,9,119,Drama,4.8,3000000.0,1887554.0,-1112446.0,209728.22222222222
Housebound,en,2014,9,89,Thriller,4.1,1500000.0,236863.0,-1263137.0,26318.11111111111
Out of the Dark,en,2014,8,89,"Crime,Horror,Thriller",5.4,1600000.0,419428.0,-1180572.0,46603.11111111111
Kingdom Come,en,2014,8,85,\N,8.2,7000000.0,23393939.0,16393939.0,2599326.5555555555
Life After Beth,en,2014,8,89,"Comedy,Fantasy,Horror",5.7,2400000.0,334491.0,-2065509.0,37165.666666666664
"As Above, So Below",en,2014,8,70,Documentary,6.9,5000000.0,41824066.0,36824066.0,4647118.444444444
The Possession of Michael King,en,2014,8,83,Horror,5.7,1300000.0,2736371.0,1436371.0,304041.22222222225
The Purge: Anarchy,en,2014,7,103,"Action,Horror,Sci-Fi",6.4,9000000.0,111534881.0,102534881.0,12392764.555555556
Deliver Us from Evil,en,2014,7,96,"Drama,History",6.4,30000000.0,87956618.0,57956618.0,9772957.555555556
Rebound,en,2014,6,89,Drama,5.6,45000000.0,17492014.0,-27507986.0,1943557.111111111
The Babadook,en,2014,5,94,"Drama,Horror,Mystery",6.8,2000000.0,7482387.0,5482387.0,831376.3333333334
13 Sins,en,2014,4,93,"Horror,Thriller",6.3,4000000.0,47552.0,-3952448.0,5283.555555555556
A Haunted House 2,en,2014,4,86,"Comedy,Fantasy,Horror",4.7,4000000.0,21206861.0,17206861.0,2356317.888888889
Afflicted,en,2014,4,85,"Horror,Mystery,Thriller",6.2,318000.0,175481.0,-142519.0,19497.88888888889
The Quiet Ones,en,2014,4,\N,"Drama,Horror,Thriller",5.4,200000.0,18413804.0,18213804.0,2045978.2222222222
Locker 13,en,2014,3,90,Thriller,4.8,300000.0,3496.0,-296504.0,388.44444444444446
"I, Frankenstein",en,2014,1,92,"Action,Fantasy,Sci-Fi",5.1,65000000.0,74575290.0,9575290.0,8286143.333333333
Devil's Due,en,2014,1,90,"Adult,Drama",4.4,7000000.0,36146087.0,29146087.0,4016231.888888889
Paranormal Activity: The Marked Ones,en,2014,1,84,"Horror,Mystery",5.0,5000000.0,90904854.0,85904854.0,10100539.333333334
Carrie,en,2013,10,118,"Drama,Romance",7.3,30000000.0,82409520.0,52409520.0,8240952.0
Escape from Tomorrow,en,2013,10,90,"Comedy,Drama,Fantasy",5.1,650000.0,171962.0,-478038.0,17196.2
The Green Inferno,en,2013,9,100,"Adventure,Horror",5.4,1000000.0,12931420.0,11931420.0,1293142.0
Oculus,en,2013,9,104,"Horror,Mystery,Thriller",6.5,5000000.0,44115496.0,39115496.0,4411549.6
Hostage,en,2013,9,95,"Action,Drama",4.8,75000000.0,77636443.0,2636443.0,7763644.3
Banshee Chapter,en,2013,8,87,"Horror,Mystery,Sci-Fi",5.4,950000.0,78122.0,-871878.0,7812.2
Daylight,en,2013,8,114,"Action,Adventure,Drama",5.9,80000000.0,158908290.0,78908290.0,15890829.0
The Last Days on Mars,en,2013,8,98,"Adventure,Horror,Sci-Fi",5.5,10600000.0,261364.0,-10338636.0,26136.4
The Heat,pl,2013,7,67,"Comedy,Drama,Romance",6.1,43000000.0,229727774.0,186727774.0,22972777.4
The Conjuring,en,2013,7,112,"Horror,Mystery,Thriller",7.5,20000000.0,316479150.0,296479150.0,31647915.0
World War Z,en,2013,6,116,"Action,Adventure,Horror",7.0,190000000.0,531861650.0,341861650.0,53186165.0
Trash,de,2013,6,110,Drama,6.1,12000000.0,6553186.0,-5446814.0,655318.6
The Purge,en,2013,5,57,Documentary,4.8,3000000.0,91266581.0,88266581.0,9126658.1
Safe,ko,2013,5,119,Drama,7.1,33000000.0,41495213.0,8495213.0,4149521.3
Stranded,en,2013,5,\N,"Drama,Romance",6.8,1900000.0,285593.0,-1614407.0,28559.3
Logan,en,2013,4,94,"Comedy,Drama,Family",5.9,127000000.0,614202315.0,487202315.0,61420231.5
Evil Dead,en,2013,4,91,Horror,6.5,17000000.0,99010045.0,82010045.0,9901004.5
Stoker,en,2013,2,99,"Drama,Thriller",6.7,12000000.0,12034913.0,34913.0,1203491.3
The Last Exorcism Part II,en,2013,2,88,"Horror,Thriller",4.0,4000000.0,25448707.0,21448707.0,2544870.7
Dark Skies,en,2013,2,97,"Horror,Sci-Fi,Thriller",6.3,3500000.0,27704111.0,24204111.0,2770411.1
White Noise,en,2013,2,101,"Drama,Horror,Mystery",5.5,10000000.0,92094360.0,82094360.0,9209436.0
Warm Bodies,en,2013,1,98,"Comedy,Horror,Romance",6.8,30000000.0,114834312.0,84834312.0,11483431.2
Mama,en,2013,1,90,Drama,6.9,15000000.0,148095566.0,133095566.0,14809556.6
A Haunted House,en,2013,1,86,"Comedy,Fantasy,Horror",5.0,2500000.0,59922558.0,57422558.0,5992255.8
Texas Chainsaw 3D,en,2013,1,,,,20000000.0,47666013.0,27666013.0,4766601.3
Maniac,en,2012,12,51,"Horror,Sci-Fi",3.7,350000.0,10000000.0,9650000.0,909090.9090909091
The Strangers,tl,2012,12,86,"Horror,Mystery,Thriller",6.1,9000000.0,83051676.0,74051676.0,7550152.363636363
Thanksgiving,en,2012,10,106,"Horror,Mystery,Thriller",6.2,15000000.0,46044880.0,31044880.0,4185898.1818181816
Paranormal Activity 4,en,2012,10,88,"Horror,Mystery",4.6,5000000.0,142817992.0,137817992.0,12983453.818181818
Silent Hill: Revelation 3D,en,2012,10,,,,20000000.0,55975672.0,35975672.0,5088697.454545454
Driving Lessons,en,2012,9,98,"Comedy,Drama",6.6,4700000.0,239962.0,-4460038.0,21814.727272727272
The Collection,en,2012,9,110,Drama,7.2,10000000.0,8890094.0,-1109906.0,808190.3636363636
House at the End of the Street,en,2012,9,101,"Drama,Horror,Mystery",5.5,6900000.0,44103982.0,37203982.0,4009452.909090909
Antiviral,en,2012,9,108,"Horror,Mystery,Sci-Fi",5.7,3100000.0,123407.0,-2976593.0,11218.818181818182
Resident Evil: Retribution,en,2012,9,95,"Action,Horror,Sci-Fi",5.3,65000000.0,240647629.0,175647629.0,21877057.181818184
The Lords of Salem,en,2012,9,101,"Horror,Thriller",5.2,1500000.0,1541131.0,41131.0,140102.81818181818
Bait,en,2012,9,73,"Crime,Drama",4.7,35000000.0,15471969.0,-19528031.0,1406542.6363636365
The Possession,en,2012,8,92,"Horror,Mystery,Thriller",5.9,14000000.0,82925064.0,68925064.0,7538642.181818182
Grabbers,en,2012,8,94,"Action,Adventure,Comedy",6.3,5300000.0,440821.0,-4859179.0,40074.63636363636
Boogeyman,en,2012,8,89,"Drama,Horror,Mystery",4.2,20000000.0,67192859.0,47192859.0,6108441.7272727275
Bewitched,pt,2012,7,65,"Crime,Drama,Film-Noir",5.6,80000000.0,131159306.0,51159306.0,11923573.272727273
Abraham Lincoln: Vampire Hunter,en,2012,6,105,"Action,Fantasy,Horror",5.9,67500000.0,137489730.0,69989730.0,12499066.363636363
Chernobyl Diaries,en,2012,5,86,"Horror,Mystery,Thriller",5.0,1000000.0,42411721.0,41411721.0,3855611.0
Stitches,en,2012,5,89,Comedy,4.2,2000000.0,63555.0,-1936445.0,5777.727272727273
Detention of the Dead,en,2012,4,87,"Action,Adventure,Comedy",4.5,500000.0,1778.0,-498222.0,161.63636363636363
Eddie: The Sleepwalking Cannibal,en,2012,4,90,"Comedy,Horror",5.7,1400000.0,1632.0,-1398368.0,148.36363636363637
The Cabin in the Woods,en,2012,4,95,"Horror,Mystery,Thriller",7.0,30000000.0,70683134.0,40683134.0,6425739.454545454
Sinister,en,2012,3,110,"Horror,Mystery,Thriller",6.8,3000000.0,87727807.0,84727807.0,7975255.181818182
The Woman in Black,en,2012,2,55,"Drama,Romance",5.7,15000000.0,128955898.0,113955898.0,11723263.454545455
Malevolence,en,2012,1,96,Drama,6.0,200000.0,346106.0,146106.0,31464.18181818182
Underworld: Awakening,en,2012,1,88,"Action,Fantasy,Thriller",6.3,70000000.0,160379930.0,90379930.0,14579993.636363637
The Divide,en,2012,1,99,"Comedy,Drama",6.6,3000000.0,156362.0,-2843638.0,14214.727272727272
The Devil Inside,en,2012,1,71,Crime,6.6,1000000.0,101759490.0,100759490.0,9250862.727272727
The Road,tl,2011,11,107,"Action,Drama,Romance",5.5,25000000.0,29206732.0,4206732.0,2433894.3333333335
Undead,en,2011,11,97,"Action,Comedy,Fantasy",5.4,750000.0,229250.0,-520750.0,19104.166666666668
The Little Mermaid,en,2011,10,74,"Adventure,Animation,Drama",7.3,250000000.0,569626289.0,319626289.0,47468857.416666664
Paranormal Activity 3,en,2011,10,83,"Horror,Mystery,Thriller",5.8,5000000.0,207039844.0,202039844.0,17253320.333333332
The Thing,en,2011,10,109,"Horror,Mystery,Sci-Fi",8.2,38000000.0,27573078.0,-10426922.0,2297756.5
Legend,es,2011,10,94,"Adventure,Fantasy,Romance",6.3,25000000.0,23506237.0,-1493763.0,1958853.0833333333
Take Shelter,en,2011,9,120,"Drama,Thriller",7.3,4750000.0,4972016.0,222016.0,414334.6666666667
You're Next,en,2011,9,95,"Drama,Horror,Mystery",6.6,1000000.0,26887177.0,25887177.0,2240598.0833333335
Killer Joe,en,2011,9,102,"Crime,Drama,Thriller",6.7,10000000.0,4659110.0,-5340890.0,388259.1666666667
Twixt,en,2011,9,88,"Comedy,Fantasy,Horror",4.8,7000000.0,1270342.0,-5729658.0,105861.83333333333
Grave Encounters,en,2011,9,92,"Horror,Mystery",6.1,120000.0,3613222.0,3493222.0,301101.8333333333
Shark Night 3D,en,2011,9,,,,25000000.0,18877153.0,-6122847.0,1573096.0833333333
Kill List,en,2011,9,95,"Crime,Drama,Horror",6.4,800000.0,462206.0,-337794.0,38517.166666666664
Red State,en,2011,8,88,"Action,Horror,Thriller",6.1,4000000.0,1983596.0,-2016404.0,165299.66666666666
The Innkeepers,en,2011,8,101,"Drama,Horror,Mystery",5.5,750000.0,1011535.0,261535.0,84294.58333333333
The Awakening,en,2011,8,90,"Drama,Romance,War",5.3,4900000.0,6924321.0,2024321.0,577026.75
Final Destination 5,en,2011,8,92,"Horror,Thriller",5.9,40000000.0,155011165.0,115011165.0,12917597.083333334
Twisted,cn,2011,7,85,"Horror,Thriller",4.7,50000000.0,40119848.0,-9880152.0,3343320.6666666665
Apollo 18,en,2011,7,86,"Horror,Mystery,Sci-Fi",5.2,5000000.0,26517819.0,21517819.0,2209818.25
Lock Up,en,2011,6,100,Drama,6.0,24000000.0,22099847.0,-1900153.0,1841653.9166666667
Father's Day,en,2011,6,96,"Comedy,Romance",6.0,85000000.0,35681080.0,-49318920.0,2973423.3333333335
Moby Dick,ko,2011,6,80,"Adventure,Drama",5.7,4500000.0,10411891.0,5911891.0,867657.5833333334
Priest,en,2011,5,98,"Drama,Romance",7.1,60000000.0,84154026.0,24154026.0,7012835.5
Red River,en,2011,5,133,"Drama,Western",7.8,3000000.0,9012000.0,6012000.0,751000.0
Avatar,ja,2011,4,\N,Drama,6.3,237000000.0,2923706026.0,2686706026.0,243642168.83333334
Scream 4,en,2011,4,111,"Horror,Mystery",6.2,40000000.0,95989590.0,55989590.0,7999132.5
Raymond Did It,en,2011,3,83,Horror,3.2,40000.0,3632.0,-36368.0,302.6666666666667
Dylan Dog: Dead of Night,en,2011,3,107,"Action,Comedy,Crime",5.1,20000000.0,6093725.0,-13906275.0,507810.4166666667
Red Riding Hood,en,2011,3,81,"Adventure,Family,Fantasy",5.5,42000000.0,91678442.0,49678442.0,7639870.166666667
Absentia,en,2011,3,87,"Drama,Horror,Mystery",5.8,70000.0,8555.0,-61445.0,712.9166666666666
The Roommate,en,2011,2,91,"Drama,Horror,Thriller",4.8,16000000.0,52545707.0,36545707.0,4378808.916666667
The Rite,en,2011,1,114,"Drama,Horror,Mystery",6.0,37000000.0,97143987.0,60143987.0,8095332.25
Silent House,en,2011,1,86,"Horror,Thriller",5.2,2000000.0,16610760.0,14610760.0,1384230.0
Burn,en,2011,1,97,Drama,6.1,225000.0,1109276.0,884276.0,92439.66666666667
Elf,en,2011,1,97,"Adventure,Comedy,Family",7.1,32000000.0,227909435.0,195909435.0,18992452.916666668
Shine,en,2011,1,105,"Biography,Drama,Music",7.6,5500000.0,36675932.0,31175932.0,3056327.6666666665
Death Wish,en,2010,12,93,"Action,Crime,Drama",6.9,30000000.0,48575965.0,18575965.0,3736612.6923076925
Black Swan,en,2010,12,90,"Comedy,Drama",3.4,13000000.0,331266710.0,318266710.0,25482054.615384616
Beyond the Black Rainbow,en,2010,12,110,"Horror,Mystery,Sci-Fi",5.9,1100000.0,56491.0,-1043509.0,4345.461538461538
Hero,ko,2010,11,92,"Adventure,Drama,Fantasy",5.7,42000000.0,66787173.0,24787173.0,5137474.846153846
Rubber,en,2010,11,106,Drama,5.6,500000.0,680914.0,180914.0,52378.0
Don't Be Afraid of the Dark,en,2010,11,99,"Fantasy,Horror,Thriller",5.5,25000000.0,39126427.0,14126427.0,3009725.153846154
Saw 3D,en,2010,10,90,"Horror,Mystery",5.5,17000000.0,133735284.0,116735284.0,10287329.538461538
Paranormal Activity 2,en,2010,10,91,"Horror,Mystery",5.7,3000000.0,177512032.0,174512032.0,13654771.692307692
My Soul to Take,en,2010,10,107,"Horror,Mystery,Thriller",4.7,25000000.0,16727470.0,-8272530.0,1286728.4615384615
Chain Letter,en,2010,10,55,Adult,6.6,3000000.0,1022453.0,-1977547.0,78650.23076923077
Stake Land,en,2010,9,98,"Drama,Horror,Sci-Fi",6.4,4000000.0,679482.0,-3320518.0,52267.846153846156
Devil,en,2010,9,80,"Horror,Mystery,Thriller",6.3,10000000.0,63354114.0,53354114.0,4873393.384615385
Insidious,en,2010,9,96,"Drama,Mystery,Romance",6.1,1500000.0,99870886.0,98370886.0,7682375.846153846
Resident Evil: Afterlife,en,2010,9,96,"Action,Horror,Sci-Fi",5.8,57500000.0,295874190.0,238374190.0,22759553.076923076
The Last Exorcism,en,2010,8,87,"Horror,Mystery,Thriller",5.7,1800000.0,70165900.0,68365900.0,5397376.923076923
Piranha 3D,en,2010,8,88,"Comedy,Horror",5.5,24000000.0,83660160.0,59660160.0,6435396.923076923
Nightmare Alley,en,2010,8,110,"Drama,Film-Noir",7.7,60000000.0,37537773.0,-22462227.0,2887521.0
Saving Grace,en,2010,7,112,"Comedy,Drama",7.0,4000000.0,27786849.0,23786849.0,2137449.923076923
I Spit on Your Grave,en,2010,6,110,"Crime,Drama,Romance",5.5,1750000.0,1278471.0,-471529.0,98343.92307692308
Pulse,en,2010,6,91,"Horror,Sci-Fi",5.5,20500000.0,30241435.0,9741435.0,2326264.230769231
The Reef,en,2010,5,77,"Adventure,Animation,Family",4.1,10000000.0,15037867.0,5037867.0,1156759.0
A Nightmare on Elm Street,en,2010,4,91,Horror,7.4,35000000.0,117729618.0,82729618.0,9056124.461538462
Trance,en,2010,3,86,"Action,Comedy,Horror",5.2,16000000.0,22594052.0,6594052.0,1738004.0
The Crazies,en,2010,2,103,"Action,Horror,Sci-Fi",6.1,19000000.0,56445534.0,37445534.0,4341964.153846154
The Wolfman,en,2010,2,103,"Drama,Fantasy,Horror",5.8,150000000.0,142634358.0,-7365642.0,10971873.692307692
Sherlock Holmes,en,2010,1,116,"Crime,Mystery",6.2,90000000.0,498438212.0,408438212.0,38341400.92307692
