,id,title,original_language,overview,release_date,popularity,vote_count,vote_average,budget,revenue,runtime,status,genre_names,release_month,release_year,profit
192,138843,The Conjuring,en,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.",2013-07-18,173.527,9735,7.5,13000000,319494638,112,Released,"Horror, Thriller",7,2013,306494638
193,207686,The House at the End of Time,es,"The story of Dulce, a mother who has encounters with apparitions inside her old house. She must decipher a mystery that could trigger a prophecy: the death of her family.",2013-06-21,18.094,253,6.7,300000,4588899,101,Released,"Drama, Fantasy, Horror",6,2013,4288899
194,72190,World War Z,en,"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",2013-06-20,131.399,13440,6.8,200000000,531865000,116,Released,"Action, Drama, Horror, Science Fiction, Thriller",6,2013,331865000
195,158015,The Purge,en,"Given the country's overcrowded prisons, the U.S. government begins to allow 12-hour periods of time in which all illegal activity is legal. During one of these free-for-alls, a family must protect themselves from a home invasion.",2013-05-31,81.585,7386,6.3,3000000,89328627,86,Released,"Horror, Science Fiction, Thriller",5,2013,86328627
196,191562,Go Goa Gone,hi,A rave party off the coast of Goa goes horrifyingly and hilariously wrong when the island is overrun with zombies.,2013-05-10,3.602,82,5.7,2700000,5400000,111,Released,"Comedy, Horror",5,2013,2700000
197,239019,House of Good and Evil,en,"After a family tragedy in the chaotic city, Chris and Maggie Conley, in a last-ditch effort to save their dying marriage, purchase an isolated home in the deepest woods, to which they quickly discover evil has a key.",2013-04-26,3.882,35,4.5,150000,560000,108,Released,"Horror, Thriller",4,2013,410000
198,186747,Ek Thi Daayan,hi,A popular magician seeks help from a psychiatrist to protect him from a witch that has haunted him since childhood.,2013-04-18,2.062,21,5.5,3500000,6500000,135,Released,"Horror, Romance, Thriller",4,2013,3000000
199,109428,Evil Dead,en,"Mia, a young woman struggling with sobriety, heads to a remote cabin with a group of friends where the discovery of a Book of the Dead unwittingly summon up dormant demons which possess the youngsters one-by-one.",2013-04-05,49.982,3758,6.5,17000000,97542952,96,Released,Horror,4,2013,80542952
200,254732,Haunted,en,Six contestants win a competition to appear on a Live reality TV show at a secret location in rural England. The next ten hours will be spent on a paranormal Investigation with a TV crew searching for the truth behind ghost stories that haunt an old railway station museum.,2013-03-31,1.57,8,5.4,15000,45000,93,Released,Horror,3,2013,30000
201,184219,Pee Mak,th,"Mak's friends just want to protect him, but his wife Nak won't let a small thing like her own death get in the way of true love in this horror-comedy.",2013-03-28,6.88,99,7.2,1800000,33000000,111,Released,"Comedy, Horror, Romance",3,2013,31200000
202,86825,Stoker,en,"After India's father dies, her Uncle Charlie, who she never knew existed, comes to live with her and her unstable mother. She comes to suspect this mysterious, charming man has ulterior motives and becomes increasingly infatuated with him.",2013-02-28,17.041,1923,6.6,12000000,12077441,99,Released,"Drama, Horror, Thriller",2,2013,77441
203,146203,The Last Exorcism Part II,en,"As Nell Sweetzer tries to build a new life after the events of the first movie, the evil force that once possessed her returns with an even more horrific plan.",2013-02-28,16.057,450,4.7,5000000,15179302,88,Released,"Horror, Thriller",2,2013,10179302
204,145135,Dark Skies,en,"From the producers of Paranormal Activity, Insidious, and Sinister comes Dark Skies: a supernatural thriller that follows a young family living in the suburbs. As husband and wife Daniel and Lacey Barret witness an escalating series of disturbing events involving their family, their safe and peaceful home quickly unravels. When it becomes clear that the Barret family is being targeted by an unimaginably terrifying and deadly force, Daniel and Lacey take matters in their own hands to solve the mystery of what is after their family.",2013-02-21,18.95,1532,6.3,3500000,25174316,97,Released,"Horror, Science Fiction, Thriller",2,2013,21674316
205,253098,Midget Zombie Takeover,en,"When some college students get together for a hot tub party, they're shocked to find out that their party is being crashed by some tiny, uninvited guests who are hungry for flesh - human flesh.",2013-02-08,1.908,3,5.3,2000,10604,73,Released,"Comedy, Horror",2,2013,8604
206,82654,Warm Bodies,en,"After a zombie becomes involved with the girlfriend of one of his victims, their romance sets in motion a sequence of events that might transform the entire lifeless world.",2013-01-31,33.127,5495,6.4,35000000,116980662,97,Released,"Comedy, Horror, Romance",1,2013,81980662
207,60304,Hansel & Gretel: Witch Hunters,en,"After getting a taste for blood as children, Hansel and Gretel have become the ultimate vigilantes, hell-bent on retribution. Now, unbeknownst to them, Hansel and Gretel have become the hunted, and must face an evil far greater than witches... their past.",2013-01-17,75.4,6015,6.0,50000000,226349749,88,Released,"Action, Fantasy, Horror",1,2013,176349749
208,132232,Mama,en,"Guillermo del Toro presents Mama, a supernatural thriller that tells the haunting tale of two little girls who disappeared into the woods the day that their parents were killed. When they are rescued years later and begin a new life, they find that someone or something still wants to come tuck them in at night.",2013-01-17,39.883,3667,6.2,15000000,146497771,100,Released,Horror,1,2013,131497771
209,139038,A Haunted House,en,"Malcolm and Kisha move into their dream home, but soon learn a demon also resides there. When Kisha becomes possessed, Malcolm - determined to keep his sex life on track - turns to a priest, a psychic, and a team of ghost-busters for help in this spoof of all the ""found-footage/documentary style"" films released in recent years.",2013-01-11,108.186,1499,5.8,2500000,60141683,86,Released,"Comedy, Horror",1,2013,57641683
210,133463,Redd Inc.,en,"Six captive office workers are literally chained to their desks by a demented, escaped serial killer; former regional manager Thomas Reddmann (Redd). He assigns his 'human resources' the impossible task of proving his innocence or suffering gruesome consequences.",2012-11-03,4.617,67,5.8,500000,1000000,93,Released,"Comedy, Horror, Thriller",11,2012,500000
211,597181,The Green Marker Scare,en,"Starting as an old-school sleuth story, young Noreen begins investigating the suspicious circumstances surrounding her father's death, uncovering a shocking and sinister conspiracy that has been wreaking havoc in her hometown for years.",2012-10-22,0.6,0,0.0,58303,67205,70,Released,"Animation, Crime, Horror, Mystery, Thriller",10,2012,8902
212,139357,Pizza,ta,The story is about how around a pizza delivery boy lands in a mysterious circumstance and how it works a dramatic change in his life. A very different thriller which will make you sweat.,2012-10-19,2.73,48,6.7,240000,2800000,127,Released,"Comedy, Horror, Romance, Thriller",10,2012,2560000
213,82990,Paranormal Activity 4,en,"It has been five years since the disappearance of Katie and Hunter, and a suburban family witness strange events in their neighborhood when a woman and a mysterious child move in.",2012-10-17,26.924,1619,5.4,5000000,142817992,97,Released,Horror,10,2012,137817992
214,139293,Tiktik: The Aswang Chronicles,tl,"With dark shades on and a burning cigarette between his lips, Makoy will do whatever it takes to get back his girlfriend Sonia, who’s pregnant with their child. He makes the trip to remote Pulupandan, her hometown, and is quickly rebuffed by Sonia’s mother Fely. But Makoy has never been one to give up. With the help of Sonia’s father Nestor and his ever-dependable helper Bart, Makoy stays in town to surprise Sonia on her birthday. But alas, Makoy gets into trouble with a group of townsfolk who transform into tiktik—horrific, man-eating creatures with a taste for fetuses that are still in the womb! They are angry, and they are hungry for revenge. Will their thirst for blood and retribution be quenched? Will Makoy finally get his act together, protect Sonia and their baby, and once and for all prove himself worthy of their love? Who will win in the battle between men and monsters?",2012-10-16,1.492,4,5.8,1791280,2035311,102,Released,"Comedy, Fantasy, Horror",10,2012,244031
215,140770,Bhoot Returns,hi,"A family moves into a possessed bungalow. A sudden turn of events in the house leaves them astonished. When things worsen, escape seems to be their last resort.",2012-10-11,1.603,4,3.0,750000,890000,73,Released,Horror,10,2012,140000
216,61012,Silent Hill: Revelation 3D,en,"Heather Mason and her father have been on the run, always one step ahead of dangerous forces that she doesn't fully understand, Now on the eve of her 18th birthday, plagued by horrific nightmares and the disappearance of her father, Heather discovers she's not who she thinks she is. The revelation leads her deeper into a demonic world that threatens to trap her forever.",2012-10-10,36.244,1336,5.5,20000000,52302796,94,Released,"Horror, Mystery, Thriller",10,2012,32302796
217,82505,House at the End of the Street,en,"A mother and daughter move to a new town and find themselves living next door to a house where a young girl murdered her parents. When the daughter befriends the surviving son, she learns the story is far from over.",2012-09-21,9.963,1572,5.8,6900000,44287131,101,Released,"Horror, Thriller",9,2012,37387131
218,71679,Resident Evil: Retribution,en,"The Umbrella Corporation’s deadly T-virus continues to ravage the Earth, transforming the global population into legions of the flesh eating Undead. The human race’s last and only hope, Alice, awakens in the heart of Umbrella’s most clandestine operations facility and unveils more of her mysterious past as she delves further into the complex. Without a safe haven, Alice continues to hunt those responsible for the outbreak; a chase that takes her from Tokyo to New York, Washington, D.C. and Moscow, culminating in a mind-blowing revelation that will force her to rethink everything that she once thought to be true. Aided by new found allies and familiar friends, Alice must fight to survive long enough to escape a hostile world on the brink of oblivion. The countdown has begun.",2012-09-12,6.804,3422,5.8,65000000,240159255,95,Released,"Action, Horror, Science Fiction",9,2012,175159255
219,127498,Raaz 3,hi,"When an ingénue's sudden popularity threatens to shove her out of the spotlight, a movie star uses black magic in an attempt to derail her career.",2012-09-07,3.15,26,5.4,3600000,14000000,139,Released,"Horror, Thriller",9,2012,10400000
220,118957,Bait,en,A freak tsunami traps shoppers at a coastal Australian supermarket inside the building ... along with a 12-foot great white shark.,2012-09-05,13.646,639,5.7,30000000,32500000,93,Released,"Action, Horror, Thriller",9,2012,2500000
221,77883,The Possession,en,"A young girl buys an antique box at a yard sale, unaware that inside the collectible lives a malicious ancient spirit. The girl's father teams with his ex-wife to find a way to end the curse upon their child.",2012-08-30,15.816,1378,6.0,14000000,85446075,92,Released,"Horror, Thriller",8,2012,71446075
222,435701,Fang,de,,2012-08-20,0.6,1,10.0,4700,11000,0,Released,"Horror, Thriller",8,2012,6300
223,72331,Abraham Lincoln: Vampire Hunter,en,"President Lincoln's mother is killed by a supernatural creature, which fuels his passion to crush vampires and their slave-owning helpers.",2012-06-20,103.0,2855,5.7,69000000,116471580,94,Released,"Action, Fantasy, Horror",6,2012,47471580
224,93856,Chernobyl Diaries,en,"A group of six tourists looking to go off the beaten path, hire an 'extreme tour guide' who, ignoring warnings, takes them into the city of Pripyat, the former home to the workers of the Chernobyl nuclear reactor, but now a deserted town since the disaster more than 25 years earlier. After a brief exploration of the abandoned city, the group members find themselves stranded, only to discover that they are not alone.",2012-05-24,29.565,1374,5.3,1000000,38390020,88,Released,"Horror, Thriller",5,2012,37390020
225,71668,Piranha 3DD,en,"After the events at Lake Victoria, the prehistoric school of blood-thirsty piranhas make their way into swimming pools, plumbing, and a newly opened water park.",2012-05-11,26.066,854,4.3,5000000,8493728,83,Released,"Comedy, Horror, Thriller",5,2012,3493728
226,22970,The Cabin in the Woods,en,"Five friends go for a break at a remote cabin, where they get more than they bargained for, discovering the truth behind the cabin in the woods.",2012-04-12,57.429,6741,6.6,30000000,71041255,95,Released,"Fantasy, Horror",4,2012,41041255
227,80280,[REC]³ Genesis,es,A pair of newlyweds must fight to survive when their wedding reception descends into chaos and carnage when their guests become infected by a virus that turns them into hungry zombies.,2012-03-30,44.643,1221,5.2,6400000,11019975,80,Released,Horror,3,2012,4619975
228,82507,Sinister,en,"Found footage helps a true-crime novelist realize how and why a family was murdered in his new home, though his discoveries put his entire family in the path of a supernatural entity.",2012-03-29,65.319,4563,6.8,3000000,82515113,110,Released,"Horror, Mystery, Thriller",3,2012,79515113
229,280402,Freaky Night,en,"Story of a man that trying to get shelter for one night, that discover that the closed hotel he have walked into is haunted by a gruesome creature.",2012-02-20,0.6,1,4.5,500,1000,15,Released,Horror,2,2012,500
230,65086,The Woman in Black,en,"The story follows a young lawyer, Arthur Kipps, who is ordered to travel to a remote village and sort out a recently deceased client’s papers. As he works alone in the client’s isolated house, Kipps begins to uncover tragic secrets, his unease growing when he glimpses a mysterious woman dressed only in black. Receiving only silence from the locals, Kipps is forced to uncover the true identity of the Woman in Black on his own, leading to a desperate race against time when he discovers her true identity.",2012-02-03,22.819,3088,6.1,17000000,127730736,95,Released,"Drama, Horror, Thriller",2,2012,110730736
231,52520,Underworld: Awakening,en,"Having escaped years of imprisonment, vampire warrioress Selene finds herself in a changed world where humans have discovered the existence of both Vampire and Lycan clans and are conducting an all-out war to eradicate both immortal species. Now Selene must battle the humans and a frightening new breed of super Lycans to ensure the death dealers' survival.",2012-01-19,67.467,3573,6.3,70000000,160112671,88,Released,"Action, Fantasy, Horror",1,2012,90112671
232,76487,The Devil Inside,en,"In Italy, a woman becomes involved in a series of unauthorized exorcisms during her mission to discover what happened to her mother, who allegedly murdered three people during her own exorcism.",2012-01-06,21.514,678,4.7,1000000,101758490,83,Released,"Horror, Thriller",1,2012,100758490
233,71469,The Darkest Hour,en,"In Moscow, five young people lead the charge against an alien race which has attacked Earth via our power supply.",2011-12-22,15.358,1229,5.3,30000000,64626786,89,Released,"Action, Horror, Science Fiction, Thriller",12,2011,34626786
234,107227,23:59:00,zh,"An army recruit was found dead during a 24km road march. After the death of the recruit, strange things started to happen, haunting all the soldiers in the barracks.",2011-11-03,4.104,39,4.7,600000,1208479,78,Released,Horror,11,2011,608479
235,72571,Paranormal Activity 3,en,"In 1988, young sisters Katie and Kristi befriend an invisible entity who resides in their home.",2011-10-19,55.508,1878,5.9,5000000,207039844,94,Released,"Horror, Mystery",10,2011,202039844
236,83899,You're Next,en,"When the Davison family comes under attack during their wedding anniversary getaway, the gang of mysterious killers soon learns that one of their victims harbors a secret talent for fighting back.",2011-09-10,26.774,2041,6.6,1000000,14347000,94,Released,"Horror, Mystery, Thriller",9,2011,13347000
237,96239,Zombadings 1: Patayin sa Shokot si Remington,tl,"A boy cursed to turn gay when he grows up must sort out his feelings for the girl he loves and the boy – his best friend – he is suddenly lusting after, come to terms with his homophobia, and escape a pscho gay killer on the loose.",2011-08-31,1.599,12,5.1,22361,721651,96,Released,"Comedy, Horror",8,2011,699290
238,58151,Fright Night,en,"A teenager suspects his new neighbour is a vampire. Unable to convince anyone, he tries to enlist the help of a self-proclaimed vampire hunter and magician.",2011-08-18,21.17,1634,6.2,30000000,41002607,106,Released,"Comedy, Horror",8,2011,11002607
239,63311,The Skin I Live In,es,A brilliant plastic surgeon creates a synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.,2011-08-17,29.657,3601,7.5,13000000,33750478,120,Released,"Drama, Horror, Thriller",8,2011,20750478
240,55779,Final Destination 5,en,"In this fifth installment, Death is just as omnipresent as ever, and is unleashed after one man’s premonition saves a group of coworkers from a terrifying suspension bridge collapse. But this group of unsuspecting souls was never supposed to survive, and, in a terrifying race against time, the ill-fated group frantically tries to discover a way to escape Death’s sinister agenda.",2011-08-12,73.733,2809,6.1,47000000,157887643,92,Released,"Horror, Mystery",8,2011,110887643
241,50357,Apollo 18,en,"Officially, Apollo 17 was the last manned mission to the moon. But a year later in 1973, three American astronauts were sent on a secret mission to the moon funded by the US Department of Defense. What you are about to see is the actual footage which the astronauts captured on that mission. While NASA denies its authenticity, others say it's the real reason we've never gone back to the moon.",2011-07-20,16.468,823,5.3,5000000,25562924,86,Released,"Horror, Science Fiction, Thriller",7,2011,20562924
242,359348,The Worst Movie Ever!,en,"A robot alien. Angst-ridden teens. Cleavage-wielding soul takers. A dark overlord. A cross-dressing idiot. A pregnant 14-year-old cougar. Macho scientists. Santa Claus. Yeah, this movie has it all.",2011-07-08,1.335,3,9.0,1100,25206,76,Released,"Action, Comedy, Drama, Horror, Music, Science Fiction",7,2011,24106
243,38321,Priest,en,"In an alternate world, humanity and vampires have warred for centuries. After the last Vampire War, the veteran Warrior Priest lives in obscurity with other humans inside one of the Church's walled cities. When the Priest's niece is kidnapped by vampires, the Priest breaks his vows to hunt them down. He is accompanied by the niece's boyfriend, who is a wasteland sheriff, and a former Warrior Priestess.",2011-05-05,32.691,1923,5.7,60000000,78309131,87,Released,"Action, Horror, Thriller",5,2011,18309131
244,41446,Scream 4,en,"Sidney Prescott, now the author of a self-help book, returns home to Woodsboro on the last stop of her book tour. There she reconnects with Sheriff Dewey and Gale, who are now married, as well as her cousin Jill and her Aunt Kate. Unfortunately, Sidney's appearance also brings about the return of Ghostface, putting Sidney, Gale, and Dewey, along with Jill, her friends, and the whole town of Woodsboro in danger.",2011-04-11,42.342,2801,6.4,40000000,97231420,111,Released,"Horror, Mystery",4,2011,57231420
245,49730,Red Riding Hood,en,"Valerie is in love with a brooding outsider, Peter, but her parents have arranged for her to marry another man – who is wealthy. Unwilling to lose each other, Valerie and Peter plan to run away together when they learn that Valerie's older sister has been killed by a werewolf that prowls the dark forest surrounding their village. Hungry for revenge, the people call on famed werewolf hunter, Father Solomon, to help them kill the wolf. But Solomon's arrival brings unintended consequences as he warns that the wolf, who takes human form by day, could be any one of them.",2011-03-11,24.3,2817,6.0,42000000,89162162,100,Released,"Fantasy, Horror, Thriller",3,2011,47162162
246,49950,The Roommate,en,"When Sara, a young design student from Iowa, arrives for college in Los Angeles, she is eager to fit in and get to know the big city. Her wealthy roommate, Rebecca, is more than eager to take Sara under her wing and show her the ropes. The two become close, but when Sara begins to branch out and make more friends on campus, Rebecca becomes resentful. Alarmed, Sara moves in with her new boyfriend, causing Rebecca's behavior to take a violent turn.",2011-02-04,16.36,800,5.4,16000000,52545707,91,Released,"Drama, Horror, Thriller",2,2011,36545707
247,48171,The Rite,en,"Seminary student Michael Kovak reluctantly attends exorcism school at the Vatican. While he’s in Rome, Michael meets an unorthodox priest who introduces him to the darker side of his faith, uncovering the devil’s reach even to one of the holiest places on Earth.",2011-01-28,27.4,1786,6.1,37000000,96047633,114,Released,"Drama, Horror, Thriller",1,2011,59047633
248,92182,Silent House,en,"Sarah returns with her father and uncle to fix up the family's longtime summerhouse after it was violated by squatters in the off-season. As they work in the dark, Sarah begins to hear sounds from within the walls of the boarded-up building. Although she barely remembers the place, Sarah senses the past may still haunt the home.",2011-01-21,9.144,326,5.5,2000000,13101672,85,Released,"Horror, Mystery",1,2011,11101672
249,44214,Black Swan,en,A journey through the psyche of a young ballerina whose starring role as the duplicitous swan queen turns out to be a part for which she becomes frighteningly perfect.,2010-12-03,31.951,12624,7.7,13000000,329398046,108,Released,"Drama, Horror, Thriller",12,2010,316398046
250,59429,Paranormal Activity: Tokyo Night,ja,"Koichi takes care of his sister, who has recently returned from a trip abroad in the United States as she is not well. While caring for her, he records evidence of ghosts in their home.",2010-11-20,50.297,360,6.0,1350000,4160000,91,Released,"Horror, Thriller",11,2010,2810000
251,175138,Evidence of a Haunting,en,"While shooting their reality TV show, a team of ghost hunters get into the fight of their lives as they investigate the haunted tunnels deep below an old Texas college.",2010-11-10,1.334,7,3.6,25000,54474,81,Released,Horror,11,2010,29474
252,46261,Don't Be Afraid of the Dark,en,A young girl sent to live with her father and his new girlfriend discovers creatures in her new home who want to claim her as one of their own.,2010-11-06,18.462,899,5.7,25000000,36993168,99,Released,"Fantasy, Horror, Thriller",11,2010,11993168
253,46146,Troll Hunter,nb,"A group of students investigates a series of mysterious bear killings, but learns that there are much more dangerous things going on. They start to follow a mysterious hunter, learning that he is actually a troll hunter.",2010-10-29,20.083,1312,6.7,3500000,4159678,103,Released,"Fantasy, Horror",10,2010,659678
254,41439,Saw 3D,en,"As a deadly battle rages over Jigsaw's brutal legacy, a group of Jigsaw survivors gathers to seek the support of self-help guru and fellow survivor Bobby Dagen, a man whose own dark secrets unleash a new wave of terror.",2010-10-21,47.018,2425,6.0,20000000,136151680,90,Released,"Crime, Horror",10,2010,116151680
255,41436,Paranormal Activity 2,en,"Days after welcoming a newborn baby, Dan and Kristi Rey return home one day to find their house ransacked with seemingly no explanation. Their fear forces them to put in security cameras, which begin to capture strange activity around the house.",2010-10-20,29.023,2086,5.7,3000000,177512032,91,Released,"Fantasy, Horror, Mystery",10,2010,174512032
256,41402,Let Me In,en,A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.  A remake of the movie “Let The Right One In” which was an adaptation of a book.,2010-10-01,20.924,1728,6.8,20000000,24145613,116,Released,"Drama, Horror, Mystery",10,2010,4145613
257,44040,Devil,en,"A group of people are trapped in an elevator high above Philadelphia, and one of them is the devil.",2010-09-16,27.48,2466,6.0,10000000,33583175,80,Released,"Horror, Mystery, Thriller",9,2010,23583175
258,49018,Insidious,en,"A family discovers that dark spirits have invaded their home after their son inexplicably falls into an endless sleep. When they reach out to a professional for help, they learn things are a lot more personal than they thought.",2010-09-13,73.643,5689,6.9,1500000,97009150,103,Released,"Horror, Thriller",9,2010,95509150
259,35791,Resident Evil: Afterlife,en,"In a world ravaged by a virus infection, turning its victims into the Undead, Alice continues on her journey to find survivors and lead them to safety. Her deadly battle with the Umbrella Corporation reaches new heights, but Alice gets some unexpected help from an old friend. A new lead that promises a safe haven from the Undead takes them to Los Angeles, but when they arrive the city is overrun by thousands of Undead - and Alice and her comrades are about to step into a deadly trap.",2010-09-09,1.916,3274,6.1,60000000,300228084,97,Released,"Action, Adventure, Horror, Science Fiction",9,2010,240228084
260,38358,The Last Exorcism,en,"After years of performing “exorcisms” and taking believers’ money, Reverend Marcus travels to rural Louisiana with a film crew so he can dispel what he believes is the myth of demonic possession. The dynamic reverend is certain that this will be another routine “exorcism” on a disturbed religious fanatic but instead comes upon the blood-soaked farm of the Sweetzer family and a true evil he would have never thought imaginable.",2010-08-27,21.06,839,5.6,1800000,67738090,87,Released,"Horror, Thriller",8,2010,65938090
261,43593,Piranha 3D,en,"Each year the population of sleepy Lake Victoria, Arizona explodes from 5,000 to 50,000 residents for the annual Spring Break celebration. But then, an earthquake opens an underwater chasm, releasing an enormous swarm of ancient Piranha that have been dormant for thousands of years, now with a taste for human flesh. This year, there's something more to worry about than the usual hangovers and complaints from locals, a new type of terror is about to be cut loose on Lake Victoria.",2010-08-20,50.603,1829,5.4,24000000,83188165,88,Released,"Comedy, Horror",8,2010,59188165
262,23437,A Nightmare on Elm Street,en,"The film that brings back horror icon Freddy Krueger as a darker and more sinister character than ever before. While Freddy is on the prowl, a group of teenagers being stalked soon learn they all have a common factor making them targets for this twisted killer.",2010-04-30,45.628,2292,5.5,35000000,115664037,95,Released,"Horror, Mystery, Thriller",4,2010,80664037
263,29427,The Crazies,en,Four friends find themselves trapped in their small hometown after they discover their friends and neighbors going quickly and horrifically insane.,2010-02-26,24.487,1697,6.2,20000000,54956140,101,Released,"Action, Horror, Mystery",2,2010,34956140
264,46838,Tucker and Dale vs. Evil,en,"Two hillbillies are suspected of being killers by a group of paranoid college kids camping near the duo's West Virginian cabin. As the body count climbs, so does the fear and confusion as the college kids try to seek revenge against the pair.",2010-01-22,16.95,2253,7.3,5000000,5224938,89,Released,"Comedy, Horror",1,2010,224938
265,22894,Legion,en,"When God loses faith in humankind, he sends his legion of angels to bring on the Apocalypse. Humanity's only hope for survival lies in a group of strangers trapped in an out-of-the-way, desert diner with the Archangel Michael.",2010-01-21,110.404,2190,5.8,26000000,67918658,100,Released,"Action, Fantasy, Horror",1,2010,41918658
266,23988,Stan Helsing,en,"It's Halloween night and video store clerk Stan Helsing just got stuck with a last minute request to deliver some videos. With his best friend, his best friend's date, and a smoking hot ex-girlfriend waiting to go to a party, Stan convinces them to take a side trip to Stormy Night Estates for the drop. But the group gets locked inside and Stan discovers he's actually Stan Van Helsing, descendan",2009-10-27,50.368,386,4.2,365000,1400000,90,Released,"Comedy, Horror",10,2009,1035000
267,22804,Saw VI,en,"Special Agent Strahm is dead, and Detective Hoffman has emerged as the unchallenged successor to Jigsaw's legacy. However, when the FBI draws closer to Hoffman, he is forced to set a game into motion, and Jigsaw's grand scheme is finally understood.",2009-10-16,42.6,2559,6.3,11000000,68234154,96,Released,"Horror, Mystery",10,2009,57234154
268,19904,The Stepfather,en,"Michael Harding returns home from military school to find his mother happily in love and living with her new boyfriend, David. As the two men get to know each other, Michael becomes more and more suspicious of the man who is always there with a helpful hand. Is he really the man of her dreams or could David be hiding a dark side?",2009-10-16,17.022,727,5.8,20000000,31198531,101,Released,"Horror, Thriller",10,2009,11198531
269,34480,The Descent: Part 2,en,"Distraught, confused, and half-wild with fear, Sarah Carter emerges alone from the Appalachian cave system where she encountered unspeakable terrors. Unable to plausibly explain to the authorities what happened - or why she's covered in her friends' blood - Sarah is forced back to the subterranean depths to help locate her five missing companions.",2009-10-14,38.029,872,5.9,6000200,7048886,94,Released,"Adventure, Horror, Thriller",10,2009,1048686
270,19908,Zombieland,en,"Columbus has made a habit of running from what scares him. Tallahassee doesn't have fears. If he did, he'd kick their ever-living ass. In a world overrun by zombies, these two are perfectly evolved survivors. But now, they're about to stare down the most terrifying prospect of all: each other.",2009-10-07,65.001,10704,7.3,23600000,102391540,88,Released,"Comedy, Horror",10,2009,78791540
271,19994,Jennifer's Body,en,"Jennifer, a gorgeous, seductive cheerleader takes evil to a whole new level after she's possessed by a sinister demon. Now it's up to her best friend to stop Jennifer's reign of terror before it's too late.",2009-09-18,60.685,3104,5.8,16000000,31556061,107,Released,"Comedy, Horror",9,2009,15556061
272,10664,[REC]²,es,"The action continues from [REC], with the medical officer and a SWAT team outfitted with video cameras are sent into the sealed off apartment to control the situation.",2009-09-15,37.108,1652,6.6,5600000,18469680,85,Released,"Horror, Thriller",9,2009,12869680
273,26688,Sorority Row,en,"When five sorority girls inadvertently cause the murder of one of their sisters in a prank gone wrong, they agree to keep the matter to themselves and never speak of it again, so they can get on with their lives. This proves easier said than done, when after graduation a mysterious killer goes after the five of them and anyone who knows their secret.",2009-09-09,13.156,480,5.5,12500000,27206120,101,Released,"Horror, Mystery",9,2009,14706120
274,24150,Halloween II,en,"Laurie Strode struggles to come to terms with her brother Michael's deadly return to Haddonfield, Illinois. Meanwhile, Michael prepares for another reunion with his sister.",2009-08-28,59.789,1120,5.4,10000000,39421467,105,Released,Horror,8,2009,29421467
275,19912,The Final Destination,en,"After a young man's premonition of a deadly race-car crash helps saves the lives of his peers, Death sets out to collect those who evaded their end.",2009-08-26,53.023,2670,5.6,40000000,186167139,82,Released,"Horror, Mystery",8,2009,146167139
276,28355,Case 39,en,"In her many years as a social worker, Emily Jenkins believes she has seen it all, until she meets 10-year-old Lilith and the girl's cruel parents. Emily's worst fears are confirmed when the parents try to harm the child, and so Emily assumes custody of Lilith while she looks for a foster family. However, Emily soon finds that dark forces surround the seemingly innocent girl, and the more she tries to protect Lilith, the more horrors she encounters.",2009-08-13,26.995,1935,6.3,27000000,29000000,109,Released,"Horror, Mystery, Thriller",8,2009,2000000
277,21208,Orphan,en,"After losing their baby, a married couple adopt 9-year old Esther, who may not be as innocent as she seems.",2009-07-24,265.858,4403,7.0,20000000,77912251,123,Released,"Horror, Mystery, Thriller",7,2009,57912251
278,21407,The Collector,en,"Desperate to repay his debt to his ex-wife, an ex-con plots a heist at his new employer's country home, unaware that a second criminal has also targeted the property, and rigged it with a series of deadly traps.",2009-07-09,27.476,1194,6.6,3400000,114000000,88,Released,"Horror, Thriller",7,2009,110600000
279,52413,A Blood Pledge,ko,"Four friends pledge to commit suicide together but while standing on the ledge, only one of them actually jumps. Her ghost begins to haunt the remaining friends until the pledge is fulfilled.",2009-06-18,5.731,42,5.4,125000,3470000,88,Released,"Drama, Horror, Mystery",6,2009,3345000
280,1977,The Grudge 3,en,"Jake Kimble, the sole survivor of the Chicago massacre, is killed while in solitary confinement. His doctor begins investigating the claims he made about a long-haired woman in white, as a mysterious Japanese woman arrives at his old apartment building to help them get rid of the curse.",2009-05-12,18.813,495,5.4,5000000,38610009,90,Released,"Horror, Mystery, Thriller",5,2009,33610009
281,22536,Thirst,ko,"Sang-hyun, a respected priest, volunteers for an experimental procedure that may lead to a cure for a deadly virus. He gets infected and dies, but a blood transfusion of unknown origin brings him back to life as a vampire. Now, Sang-hyun is torn between faith and bloodlust, and has a newfound desire for Tae-ju, the wife of his childhood friend.",2009-04-30,11.497,686,7.0,5000000,13085023,134,Released,"Drama, Horror, Thriller",4,2009,8085023
