title,runtime,genre,averageRating,budget,revenue
Rudderless,105,"Comedy,Drama,Music",7.4,5000000.0,584499.0
Fascination,70,Drama,6.1,5000000.0,83356.0
Grace,89,Drama,7.7,5000000.0,8297.0
Area 51,91,"Horror,Mystery,Sci-Fi",4.3,5000000.0,7556.0
Revenge of the Green Dragons,94,"Action,Crime,Drama",5.3,5000000.0,213164.0
Mientras duermes,,,,5000000.0,9109597.0
Flying By,90,"Drama,Family,Music",4.3,5000000.0,4568257.0
Palm Springs,72,"Comedy,Drama,Romance",6.2,5000000.0,1818417.0
The Cottage,92,"Comedy,Crime,Horror",6.1,5000000.0,1504960.0
Occupied City,266,"Documentary,History,War",6.6,5000000.0,152934.0
A Day to Die,105,"Action,Crime,Drama",3.5,5000000.0,98616.0
Dying of the Light,94,"Action,Drama,Thriller",4.5,5000000.0,74639.0
Yoga Hosers,88,"Action,Comedy,Horror",4.3,5000000.0,38767.0
Grand Isle,94,"Drama,Romance",5.1,5000000.0,5444.0
Born of War,109,"Action,Drama,Thriller",4.4,5000000.0,671.0
Capricorn One,123,"Action,Adventure,Drama",6.8,5000000.0,401.0
Every Day,93,"Comedy,Drama,Romance",5.7,4900000.0,12826031.0
Mommy,89,"Horror,Mystery,Thriller",4.8,4900000.0,17536004.0
Obsluhoval jsem anglického krále,,,,4900000.0,7174984.0
Soul Kitchen,99,"Comedy,Drama",7.2,4900000.0,23347461.0
The Awakening,90,"Drama,Romance,War",5.3,4900000.0,6924321.0
All Hat,89,Western,5.1,4900000.0,15198.0
Sling Blade,135,Drama,8.0,4833610.0,34175000.0
Hostel,94,Horror,5.9,4800000.0,82241110.0
Zimna wojna,,,,4800000.0,25030444.0
Only God Forgives,90,"Action,Crime,Drama",5.7,4800000.0,4494560.0
Take Shelter,120,"Drama,Thriller",7.3,4750000.0,4972016.0
Tristram Shandy: A Cock and Bull Story,,,,4750000.0,3061763.0
The Texas Chainsaw Massacre 2,101,"Comedy,Horror",5.6,4700000.0,8025872.0
Lady in White,109,"Mystery,Thriller",5.7,4700000.0,1705139.0
Driving Lessons,98,"Comedy,Drama",6.6,4700000.0,239962.0
Pat Garrett and Billy the Kid,,,,4638783.0,11000000.0
Camping Sauvage,,,,4600000.0,3479302.0
Barfi,105,"Comedy,Romance",6.4,4600000.0,36751984.0
Dear Frankie,105,"Drama,Romance",7.7,4600000.0,3099369.0
The Assassination of Richard Nixon,95,"Biography,Crime,Drama",6.9,4600000.0,4880143.0
Le nom des gens,,,,4600000.0,9261711.0
Savage Grace,97,Drama,5.7,4600000.0,968805.0
Out of the Blue,88,Musical,6.3,4600000.0,731767.0
Occupation,\N,Documentary,7.6,4600000.0,35111.0
Police Academy,96,Comedy,6.7,4500000.0,81198894.0
Four Weddings and a Funeral,117,"Comedy,Drama,Romance",7.1,4500000.0,242895809.0
The Blue Lagoon,101,"Adventure,Drama,Romance",6.4,4500000.0,47923795.0
Barbarian,102,"Horror,Mystery,Thriller",7.0,4500000.0,45352337.0
Fast Times at Ridgemont High,90,"Comedy,Drama",7.1,4500000.0,27093116.0
Secrets &amp; Lies,,,,4500000.0,16090874.0
25th Hour,135,Drama,7.6,4500000.0,25344490.0
After Hours,97,"Comedy,Crime,Drama",7.6,4500000.0,10624419.0
Moby Dick,80,"Adventure,Drama",5.7,4500000.0,10411891.0
The Lobster,119,"Drama,Romance,Sci-Fi",7.1,4500000.0,17985061.0
Bound,109,"Crime,Thriller",7.3,4500000.0,7011317.0
Requiem for a Dream,102,Drama,8.3,4500000.0,7389233.0
State Fair,99,"Comedy,Drama,Romance",6.7,4500000.0,3500000.0
Låt den rätte komma in,,,,4500000.0,12247682.0
Tango,66,Drama,5.3,4500000.0,5428387.0
Salvador,122,"Drama,History,Thriller",7.4,4500000.0,1500000.0
Donnie Darko,113,"Drama,Mystery,Sci-Fi",8.0,4500000.0,7510154.0
Salvando al Soldado Perez,,,,4500000.0,9330465.0
Karakter,,,,4500000.0,713413.0
Nannerl la soeur de Mozart,,,,4500000.0,2404639.0
Spun,101,"Comedy,Crime,Drama",6.7,4500000.0,1022649.0
Life During Wartime,98,"Comedy,Drama",6.4,4500000.0,281447.0
Chinjeolhan geumjassi,,,,4500000.0,23471871.0
Blackthorn,102,"Action,Adventure,Drama",6.5,4500000.0,1217307.0
Maggie,86,\N,6.9,4500000.0,1027760.0
Lilja 4-ever,,,,4500000.0,4548505.0
After.Life,104,"Drama,Mystery,Thriller",5.9,4500000.0,2481925.0
Mean Machine,99,"Comedy,Crime,Drama",6.4,4500000.0,92723.0
Fong juk,,,,4500000.0,51957.0
Spoken Word,116,Drama,6.2,4500000.0,32961.0
The Sweeney,112,"Action,Crime,Drama",6.1,4500000.0,8000366.0
Falcon Rising,103,"Action,Adventure",5.8,4500000.0,11774.0
J’ai perdu mon corps,,,,4500000.0,1639538.0
Blood Quantum,98,"Drama,Horror",5.6,4500000.0,10926.0
One Flew Over the Cuckoo\'s Nest,,,,4400000.0,163274115.0
Silent Movie,87,Comedy,6.7,4400000.0,36145695.0
Airlift (2016),,,,4400000.0,9969237.0
Whale Rider,101,"Drama,Family",7.5,4300000.0,39374600.0
Sexy Beast,89,"Crime,Drama,Thriller",7.3,4300000.0,10158354.0
Paa,133,"Comedy,Drama",7.1,4300000.0,9791282.0
Snabba Cash,,,,4300000.0,10212403.0
Talk To Me,,,,4250000.0,92181818.0
Night of the Living Dead,96,"Horror,Thriller",7.8,4200000.0,5835247.0
Nochnoy dozor,,,,4200000.0,33913542.0
Animal Kingdom,113,"Crime,Drama,Thriller",7.2,4200000.0,8078683.0
George A. Romero's Survival of the Dead,,,,4200000.0,101740.0
Cargo,\N,Drama,5.8,4200000.0,313230.0
High School Musical,,,,4200000.0,5940.0
Love and Death on Long Island,93,"Comedy,Drama",6.9,4030000.0,2542264.0
Porky's,94,Comedy,6.2,4000000.0,109492484.0
The Crying Game,112,"Crime,Drama,Romance",7.2,4000000.0,62546695.0
Lost in Translation,102,"Comedy,Drama",7.7,4000000.0,117085297.0
Annie Hall,93,"Comedy,Romance",8.0,4000000.0,38252270.0
The Boy Next Door,\N,Comedy,9.7,4000000.0,53401938.0
The Greatest Show on Earth,152,"Drama,Family,Romance",6.5,4000000.0,36000000.0
Leaving Las Vegas,111,"Drama,Romance",7.5,4000000.0,49800000.0
Monster's Ball,111,"Drama,Romance",7.0,4000000.0,43766463.0
Boyhood,111,"Drama,War",6.8,4000000.0,57273049.0
Exodus,208,"Action,Drama,War",6.7,4000000.0,21750000.0
Father Stu,124,"Biography,Drama",6.5,4000000.0,21799053.0
The Kids Are All Right,106,"Comedy,Drama,Romance",7.0,4000000.0,36275469.0
Life of Brian,,,,4000000.0,20548649.0
A Haunted House 2,86,"Comedy,Fantasy,Horror",4.7,4000000.0,21206861.0
Late Night,102,"Comedy,Drama",6.5,4000000.0,22373378.0
The Last Exorcism Part II,88,"Horror,Thriller",4.0,4000000.0,25448707.0
The Front Page,101,"Comedy,Crime,Drama",6.7,4000000.0,15000000.0
Trapeze,95,Drama,6.7,4000000.0,14400000.0
The Return of the Living Dead,91,"Comedy,Horror,Sci-Fi",7.3,4000000.0,14238828.0
They Live,94,"Action,Horror,Sci-Fi",7.2,4000000.0,13449643.0
Saving Grace,112,"Comedy,Drama",7.0,4000000.0,27786849.0
The Great Escape,172,"Adventure,Drama,Thriller",8.2,4000000.0,11973397.0
The Lighthouse,\N,\N,8.3,4000000.0,18268614.0
The Darkness,92,"Horror,Thriller",4.5,4000000.0,10904495.0
Scoop,100,"Comedy,Crime,Thriller",8.1,4000000.0,40103262.0
The Wash,94,"Drama,Romance",6.8,4000000.0,10097096.0
3 Strikes,82,Comedy,4.7,4000000.0,9821335.0
The Visitor,108,"Horror,Sci-Fi",5.2,4000000.0,19174817.0
Traffik,96,"Action,Thriller",5.9,4000000.0,9561231.0
The Cooler,101,"Drama,Romance",6.9,4000000.0,11131455.0
The Misfits,125,"Drama,Romance,Western",7.2,4000000.0,8200000.0
The Night Listener,91,"Crime,Drama,Horror",5.9,4000000.0,10770993.0
The Jerky Boys,82,"Comedy,Crime",4.7,4000000.0,7555256.0
El orfanato,,,,4000000.0,79250193.0
Bug,99,"Horror,Mystery,Sci-Fi",5.2,4000000.0,8302995.0
The Rules of Attraction,110,"Comedy,Drama,Romance",6.6,4000000.0,11799060.0
Topaz,48,"Documentary,History",6.3,4000000.0,6000000.0
Let's Go to Prison,84,"Comedy,Crime",5.9,4000000.0,4630045.0
Four Rooms,98,Comedy,6.7,4000000.0,4301000.0
Secretary,\N,Drama,5.6,4000000.0,9412015.0
The Real Cancun,96,Documentary,2.9,4000000.0,4188034.0
Talk Radio,110,"Drama,Thriller",7.2,4000000.0,3468572.0
Waiting for Guffman,84,Comedy,7.4,4000000.0,2922988.0
Love Stinks,94,Comedy,5.7,4000000.0,2793776.0
Samsara,138,"Adventure,Drama,Romance",7.7,4000000.0,5966671.0
You Kill Me,93,"Comedy,Crime,Romance",6.4,4000000.0,3858964.0
Cafarnaúm,,,,4000000.0,65233793.0
The Art of Getting By,83,"Drama,Romance",6.5,4000000.0,1989035.0
Thumbsucker,96,"Comedy,Drama",6.5,4000000.0,1919197.0
Beyond the Mask,103,"Action,Adventure,Drama",5.1,4000000.0,1236094.0
Red State,88,"Action,Horror,Thriller",6.1,4000000.0,1983596.0
MirrorMask,,,,4000000.0,973613.0
The Barbarians,90,"Action,Adventure,Drama",4.8,4000000.0,800000.0
Holy Motors,115,"Drama,Fantasy",7.0,4000000.0,4230426.0
The Signal,103,"Horror,Sci-Fi,Thriller",6.0,4000000.0,2665322.0
Poolhall Junkies,99,"Comedy,Drama,Sport",6.8,4000000.0,563711.0
The Loss of Sexual Innocence,106,Drama,5.4,4000000.0,399793.0
The Face of Love,92,"Drama,Mystery,Romance",6.2,4000000.0,1158877.0
Joe,107,"Drama,Thriller",6.8,4000000.0,373375.0
Prison,79,Drama,6.7,4000000.0,354704.0
Shooting Fish,103,"Comedy,Crime,Romance",6.5,4000000.0,302204.0
Adoration,73,Drama,6.4,4000000.0,384244.0
Psycho Beach Party,95,"Comedy,Horror,Mystery",6.0,4000000.0,267972.0
The Big Tease,86,Comedy,6.1,4000000.0,185577.0
Polina danser sa vie,,,,4000000.0,953314.0
Desert Dancer,104,"Biography,Drama,Music",6.2,4000000.0,596335.0
"Guten Tag, Ramon",,,,4000000.0,4854356.0
Mondays in the Sun,113,"Comedy,Drama",7.5,4000000.0,146402.0
Manglehorn,97,Drama,5.5,4000000.0,797439.0
Tau ming chong,,,,4000000.0,38899792.0
Trust,107,"Comedy,Crime,Drama",7.4,4000000.0,120016.0
Sweet Country,150,"Drama,History",4.9,4000000.0,2291545.0
An Everlasting Piece,103,Comedy,6.2,4000000.0,75078.0
Among Giants,93,"Comedy,Romance",5.9,4000000.0,64359.0
The Velocity of Gary,100,"Comedy,Drama,Romance",4.7,4000000.0,34145.0
Stake Land,98,"Drama,Horror,Sci-Fi",6.4,4000000.0,679482.0
Praia do Futuro,,,,4000000.0,760678.0
Sonny,110,"Crime,Drama",5.6,4000000.0,17639.0
The Last Time I Committed Suicide,92,"Biography,Drama,Romance",5.5,4000000.0,12836.0
13 Sins,93,"Horror,Thriller",6.3,4000000.0,47552.0
Another Happy Day,91,"Comedy,Drama",7.8,4000000.0,978527.0
Inescapable,82,"Drama,Romance",4.1,4000000.0,4327.0
Perfectos Desconocidos,,,,4000000.0,31166312.0
"Good Luck to You, Leo Grande",97,"Comedy,Drama",7.2,4000000.0,13141633.0
Geograf globus propil,,,,4000000.0,4454853.0
Down a Dark Hall,96,"Drama,Fantasy,Horror",5.1,4000000.0,2842176.0
Patients of a Saint,,,,4000000.0,593148.0
A Lonely Place to Die,99,"Action,Adventure,Crime",6.2,4000000.0,442550.0
Brawl in Cell Block 99,132,"Action,Crime,Drama",7.1,4000000.0,79208.0
Nothing,80,Drama,7.1,4000000.0,63180.0
The Loved Ones,84,"Crime,Horror",6.6,4000000.0,12302.0
Gone with the Wind,238,"Drama,Romance,War",8.2,3900000.0,390516513.0
A Man for All Seasons,120,"Biography,Drama,History",7.7,3900000.0,28350000.0
Ben-Hur: A Tale of the Christ,143,"Action,Adventure,Drama",7.8,3900000.0,9000000.0
Network,121,Drama,8.1,3800000.0,23698846.0
Down for Life,92,Drama,6.9,3800000.0,41914.0
The Good Heart,99,"Comedy,Drama",6.8,3800000.0,749686.0
Major Dundee,123,"Adventure,Drama,War",6.7,3800000.0,14873.0
Hevi reissu,,,,3800000.0,21976.0
The Taking of Pelham One Two Three,104,"Action,Crime,Thriller",7.6,3800000.0,353.0
Annie Get Your Gun,107,"Comedy,Musical,Romance",6.9,3768785.0,8000000.0
L’attentat,,,,3750000.0,3237975.0
Casa de Areia,,,,3750000.0,1178175.0
Four Lions,97,"Comedy,Crime,Drama",7.3,3750000.0,8607693.0
Slow West,84,"Action,Adventure,Drama",6.9,3750000.0,2089072.0
Defendor,101,"Comedy,Crime,Drama",6.7,3750000.0,44462.0
Kono sekai no katasumi ni,,,,3750000.0,19794935.0
The Ballad of Cable Hogue,121,"Comedy,Drama,Romance",7.2,3716946.0,5000000.0
The Pirate,102,"Adventure,Comedy,Musical",6.9,3700000.0,2956000.0
The History Boys,109,"Comedy,Drama,Romance",6.8,3700000.0,13447998.0
Midnight Cowboy,113,Drama,7.8,3600000.0,44796329.0
Billy: The Early Years of Billy Graham,,,,3600000.0,320896.0
Crown Vic,110,"Crime,Drama",6.5,3600000.0,3868.0
Utøya 22. juli,,,,3600000.0,222540.0
Airplane!,88,Comedy,7.7,3500000.0,83454307.0
M*A*S*H,116,"Comedy,Drama,War",7.4,3500000.0,81600193.0
The Full Monty,91,"Comedy,Drama",7.2,3500000.0,261249383.0
Truth or Dare,77,"Drama,Family",5.2,3500000.0,95292744.0
Menace II Society,97,"Crime,Drama,Thriller",7.5,3500000.0,27731527.0
Friday,96,Drama,6.0,3500000.0,27936778.0
The Witch,80,"Drama,Fantasy,Horror",6.3,3500000.0,40374032.0
Winchester,99,"Biography,Fantasy,Horror",5.4,3500000.0,45960255.0
Call Me by Your Name,132,"Drama,Romance",7.8,3500000.0,41512383.0
Empire,485,Documentary,3.7,3500000.0,18495444.0
Dark Skies,97,"Horror,Sci-Fi,Thriller",6.3,3500000.0,27704111.0
Forever My Girl,108,"Comedy,Drama,Music",6.6,3500000.0,16376066.0
Creepshow 2,92,"Fantasy,Horror",6.0,3500000.0,14000000.0
In Cold Blood,134,"Biography,Crime,Drama",7.9,3500000.0,13007551.0
The Nun's Story,149,Drama,7.5,3500000.0,12800000.0
Frenzy,72,"Horror,Thriller",6.2,3500000.0,12600000.0
Harper,121,"Crime,Drama,Mystery",6.8,3500000.0,12000000.0
I Got the Hook-Up!,,,,3500000.0,10317779.0
She's the One,96,"Comedy,Drama,Romance",6.0,3500000.0,13795053.0
Terror Train,97,"Horror,Mystery,Thriller",5.8,3500000.0,8000000.0
Gods and Monsters,105,"Biography,Drama",7.3,3500000.0,6451628.0
El secreto de sus ojos,,,,3500000.0,40527719.0
Evil Dead II,84,"Comedy,Horror",7.7,3500000.0,5927557.0
First Reformed,113,"Drama,Mystery,Thriller",7.1,3500000.0,3988612.0
Pootie Tang,81,"Action,Adventure,Comedy",5.3,3500000.0,3293258.0
Honey Boy,94,Drama,7.2,3500000.0,3415721.0
The House Next Door: Meet the Blacks 2,97,"Action,Comedy,Horror",4.1,3500000.0,2893660.0
"Don’t Worry, He Won’t Get Far on Foot",,,,3500000.0,4522504.0
Believe,96,"Family,Horror",5.1,3500000.0,890303.0
La otra conquista,,,,3500000.0,886410.0
American Honey,163,"Adventure,Drama,Romance",7.0,3500000.0,2611750.0
The Bronze,100,"Comedy,Drama,Sport",6.1,3500000.0,615816.0
Trolljegeren,,,,3500000.0,5706638.0
Ira and Abby,,,,3500000.0,221096.0
The Masked Saint,105,"Action,Biography,Crime",4.7,3500000.0,182695.0
The Reckoning,63,"Crime,Drama",4.8,3500000.0,465177.0
Winter Passing,98,"Comedy,Drama",6.2,3500000.0,113783.0
D.E.B.S.,91,"Action,Comedy,Romance",5.4,3500000.0,96793.0
Time to Choose,100,Documentary,7.4,3500000.0,29233.0
Surveillance,100,"Comedy,Drama,Thriller",6.8,3500000.0,1396395.0
Taxman,104,"Action,Comedy,Crime",5.6,3500000.0,9871.0
The Kick,94,"Action,Sport",5.5,3500000.0,40622.0
Jagten,,,,3450000.0,18309793.0
La marche de l'empereur,,,,3400000.0,133276359.0
High Anxiety,94,"Comedy,Mystery,Thriller",6.6,3400000.0,31063038.0
Margin Call,107,"Drama,Thriller",7.1,3400000.0,20433227.0
Choke,98,"Documentary,Sport",7.4,3400000.0,4124277.0
L'incomparable mademoiselle C.,103,Comedy,5.9,3400000.0,493905.0
Flee,89,"Animation,Biography,Documentary",7.9,3400000.0,2062173.0
La Tourneuse de Pages,,,,3400000.0,11182908.0
August,97,Drama,6.5,3400000.0,12636.0
Babysitting,85,Comedy,6.7,3400000.0,24564100.0
Carousel,128,"Drama,Fantasy,Musical",6.5,3380000.0,3604.0
Whiplash,91,"Drama,Film-Noir,Sport",6.4,3300000.0,40029681.0
Bella,85,"Adult,Drama,Romance",5.8,3300000.0,12405473.0
Cidade de Deus,,,,3300000.0,32059295.0
Human Traffic,99,"Comedy,Music",7.1,3300000.0,5422740.0
The Dead Girl,85,"Crime,Drama,Mystery",6.6,3300000.0,19875.0
The Opposite Sex,117,"Comedy,Drama,Musical",6.1,3300000.0,84369.0
A Christmas Story,93,"Comedy,Family",7.9,3250000.0,20640209.0
Class of 1984,98,"Action,Crime,Drama",6.5,3250000.0,6965361.0
Entre les murs,,,,3250000.0,34114067.0
Dreaming of Joseph Lees,92,"Drama,Romance",6.3,3250000.0,7680.0
Rosemary's Baby,137,"Drama,Horror",8.0,3200000.0,33397080.0
Sorry to Bother You,112,"Comedy,Drama,Fantasy",6.9,3200000.0,18285560.0
The Man Who Shot Liberty Valance,123,"Drama,Western",8.1,3200000.0,8000498.0
Maria Full of Grace,101,"Crime,Drama",7.4,3200000.0,14441158.0
Beginners,105,"Comedy,Drama,Romance",7.2,3200000.0,14314407.0
The Meddler,103,"Comedy,Drama,Romance",6.3,3200000.0,5526942.0
Adam,90,"Drama,Thriller",6.0,3200000.0,2834485.0
Feast,87,"Comedy,Horror",5.2,3200000.0,690872.0
It’s a Wonderful Life,,,,3180000.0,16420592.0
Trainspotting,93,Drama,8.1,3100000.0,71548935.0
Antiviral,108,"Horror,Mystery,Sci-Fi",5.7,3100000.0,123407.0
National Lampoon’s Animal House,,,,3000000.0,141607202.0
Paranormal Activity 2,91,"Horror,Mystery",5.7,3000000.0,177512032.0
War Room,120,Drama,6.5,3000000.0,73989734.0
The Purge,57,Documentary,4.8,3000000.0,91266581.0
Goldfinger,110,"Action,Adventure,Thriller",7.7,3000000.0,124900000.0
Sinister,110,"Horror,Mystery,Thriller",6.8,3000000.0,87727807.0
The Original Kings of Comedy,115,"Comedy,Documentary",6.8,3000000.0,38236338.0
The Bridge on the River Kwai,161,"Adventure,Drama,War",8.1,3000000.0,33321094.0
Coming Home,127,"Drama,Romance,War",7.3,3000000.0,32653000.0
Serpico,130,"Biography,Crime,Drama",7.7,3000000.0,27301609.0
Air Bud,98,"Comedy,Drama,Family",5.3,3000000.0,29175259.0
Waking Ned Devine,91,Comedy,7.3,3000000.0,55193251.0
Bowling for Columbine,120,"Crime,Documentary,Drama",8.0,3000000.0,58240487.0
A Nightmare on Elm Street Part 2: Freddy’s Reve…,,,,3000000.0,21163999.0
A Room with a View,117,"Drama,Romance",7.2,3000000.0,21042007.0
Love and Death,85,"Comedy,War",7.6,3000000.0,20123742.0
Friday the 13th Part VI: Jason Lives,86,"Horror,Thriller",6.0,3000000.0,19472523.0
Martin Lawrence Live: RunTelDat,,,,3000000.0,19184820.0
The Apartment,125,"Comedy,Drama,Romance",8.3,3000000.0,24599998.0
The Farewell,90,Drama,6.0,3000000.0,25466013.0
Cat on a Hot Tin Roof,108,Drama,7.9,3000000.0,17570642.0
Beneath the Planet of the Apes,95,"Action,Adventure,Sci-Fi",6.0,3000000.0,17489009.0
The Whale,117,Drama,7.6,3000000.0,54044481.0
Pokemon 3: The Movie,,,,3000000.0,68452128.0
Jason Goes to Hell: The Final Friday,,,,3000000.0,15935068.0
Spaced Invaders,100,"Adventure,Comedy,Sci-Fi",5.3,3000000.0,15000000.0
The Case for Christ,112,"Biography,Drama",6.3,3000000.0,17966760.0
Love &amp; Friendship,,,,3000000.0,23934375.0
Family Plot,120,"Comedy,Crime,Drama",6.8,3000000.0,13200000.0
Torn Curtain,128,"Drama,Romance,Thriller",6.6,3000000.0,13000615.0
Am I Racist?,100,"Comedy,Documentary",7.2,3000000.0,12281250.0
Upgrade,100,"Action,Sci-Fi,Thriller",7.5,3000000.0,16976561.0
Dave Chappelle's Block Party,103,"Comedy,Documentary,Music",7.2,3000000.0,12051924.0
Krush Groove,97,"Comedy,Drama,Music",6.4,3000000.0,11052713.0
Impractical Jokers: The Movie,92,Comedy,5.7,3000000.0,10466091.0
Elmer Gantry,146,Drama,7.7,3000000.0,10400064.0
Next Day Air,84,"Action,Comedy,Crime",5.7,3000000.0,10172519.0
Judgment at Nuremberg,179,"Drama,War",8.3,3000000.0,10000000.0
Belly,96,"Crime,Drama",6.2,3000000.0,9639390.0
Trippin’,,,,3000000.0,9017070.0
Red River,133,"Drama,Western",7.8,3000000.0,9012000.0
The Deep End,101,"Crime,Drama,Mystery",6.5,3000000.0,9981635.0
Before Midnight,63,"Adventure,Crime,Drama",5.9,3000000.0,23241189.0
Teen Wolf Too,95,"Comedy,Fantasy",3.5,3000000.0,7888000.0
The Collector,119,"Drama,Thriller",7.5,3000000.0,10473836.0
Phantasm II,97,"Action,Fantasy,Horror",6.4,3000000.0,7282851.0
Let There Be Light,58,"Documentary,War",7.5,3000000.0,7241309.0
Phat Girlz,99,Comedy,3.3,3000000.0,7301115.0
Woman Thou Art Loosed,94,Drama,6.6,3000000.0,6879730.0
Real Women Have Curves,90,"Comedy,Drama",6.9,3000000.0,7777790.0
Gallipoli,110,"Adventure,Drama,History",7.4,3000000.0,5732587.0
I Heard the Bells,110,Drama,6.7,3000000.0,5679324.0
Water,115,"Adventure,Comedy,Drama",6.0,3000000.0,11322573.0
The Last Black Man in San Francisco,121,Drama,7.3,3000000.0,4637842.0
Don’t Think Twice,,,,3000000.0,4417983.0
Swiss Army Man,97,"Comedy,Drama,Fantasy",6.9,3000000.0,5837111.0
East is East,,,,3000000.0,30438635.0
Whipped,82,"Comedy,Romance",4.4,3000000.0,4142507.0
Kama Sutra,90,Drama,4.3,3000000.0,4109095.0
Frances Ha,86,"Comedy,Drama,Romance",7.4,3000000.0,11216237.0
Please Give,87,"Comedy,Drama",6.6,3000000.0,4566662.0
Willy Wonka &amp; the Chocolate Factory,,,,3000000.0,4065779.0
Warlock: The Armageddon,98,"Action,Fantasy,Horror",5.4,3000000.0,3902679.0
8 Heads in a Duffel Bag,95,"Adventure,Comedy,Crime",5.4,3000000.0,4002884.0
Days of Heaven,94,"Drama,Romance",7.7,3000000.0,3660880.0
Thirteen Conversations About One Thing,,,,3000000.0,3705923.0
Compadres,101,"Action,Comedy,Crime",4.8,3000000.0,7445044.0
Jawbreaker,86,"Comedy,Crime,Thriller",5.7,3000000.0,3076820.0
Basquiat,107,"Biography,Drama",6.9,3000000.0,2962051.0
Tsotsi,94,"Crime,Drama",7.2,3000000.0,11537539.0
Letters to God,110,Drama,6.2,3000000.0,3237452.0
Happiness,50,"Comedy,Drama",6.6,3000000.0,5746453.0
Oldboy,120,"Action,Drama,Mystery",8.3,3000000.0,7968998.0
I'm in Love with a Church Girl,118,"Crime,Drama,Romance",4.2,3000000.0,2503392.0
DysFunkTional Family,,,,3000000.0,2255000.0
Tusk,119,Drama,4.8,3000000.0,1887554.0
The Wall,117,Drama,7.9,3000000.0,4495262.0
Elephant,81,"Crime,Drama,Thriller",7.1,3000000.0,10051516.0
Damsels in Distress,99,"Comedy,Drama,Romance",5.8,3000000.0,1324299.0
Hobo with a Shotgun,86,"Action,Comedy,Crime",6.1,3000000.0,834953.0
The D Train,101,"Comedy,Drama",5.1,3000000.0,816494.0
Creature,95,"Horror,Sci-Fi",4.4,3000000.0,533235.0
Bachelorette,87,"Comedy,Romance",5.3,3000000.0,12577401.0
The Inspection,95,Drama,6.7,3000000.0,430608.0
Fish Tank,123,Drama,7.3,3000000.0,5922292.0
Everybody Wants to Be Italian,105,"Comedy,Romance",5.7,3000000.0,351416.0
The Bounce Back,104,"Comedy,Romance",5.3,3000000.0,421404.0
Freeway,91,Thriller,5.1,3000000.0,295493.0
Love's Abiding Joy,87,"Drama,Family,Western",6.8,3000000.0,252726.0
Dead Alive,104,"Comedy,Fantasy,Horror",7.5,3000000.0,242623.0
The Climb,90,Adventure,6.3,3000000.0,1027043.0
Chain Letter,55,Adult,6.6,3000000.0,1022453.0
Tim and Eric's Billion Dollar Movie,93,Comedy,5.3,3000000.0,223652.0
Holly,114,Drama,6.8,3000000.0,163069.0
Hard Eight,101,"Crime,Drama",7.1,3000000.0,142715.0
The Eclipse,\N,\N,4.4,3000000.0,133411.0
The Grand,104,Comedy,5.9,3000000.0,115879.0
Sommersturm,,,,3000000.0,95204.0
Fort McCoy,100,"Drama,History,War",5.9,3000000.0,78948.0
Just Looking,97,"Comedy,Drama",6.7,3000000.0,39852.0
Before We Go,95,"Comedy,Drama,Romance",6.8,3000000.0,483938.0
The Divide,99,"Comedy,Drama",6.6,3000000.0,156362.0
Tanner Hall,96,"Drama,Romance",5.7,3000000.0,5073.0
My Big Fat Independent Movie,80,Comedy,3.2,3000000.0,4655.0
Demonic,104,"Drama,Horror,Sci-Fi",4.3,3000000.0,4668109.0
à l\'intérieur,,,,3000000.0,895932.0
3 From Hell,,,,3000000.0,119009.0
They Came Together,83,"Comedy,Romance",5.6,3000000.0,82780.0
Open Road,85,"Drama,Thriller",5.3,3000000.0,47469.0
The Harvey Girls,102,"Comedy,Drama,History",7.0,2931000.0,4100000.0
Central do Brasil,,,,2900000.0,17006158.0
Pocketful of Miracles,136,"Comedy,Drama",7.1,2900000.0,5000000.0
Boynton Beach Club,105,"Comedy,Romance",6.5,2900000.0,3127472.0
Freakonomics,85,Documentary,6.3,2900000.0,172867.0
Griff the Invisible,90,"Comedy,Drama,Romance",6.0,2900000.0,25935.0
Some Like it Hot,,,,2883848.0,25038874.0
High Tension,63,"Action,Comedy,Drama",5.6,2850000.0,6435262.0
Young Frankenstein,106,Comedy,8.0,2800000.0,86328827.0
Hustle &amp; Flow,,,,2800000.0,23591783.0
Friday the 13th Part VII: The New Blood,,,,2800000.0,19170001.0
Midnight Sun,78,Horror,5.0,2800000.0,26952508.0
Mid90s,85,"Comedy,Drama",7.4,2800000.0,9186903.0
Phoenix Forgotten,87,"Horror,Mystery,Sci-Fi",5.4,2800000.0,3697729.0
Artie Lange's Beer League,,,,2800000.0,475000.0
"Hvítur, Hvítur Dagur",,,,2800000.0,836600.0
The Wizard of Oz,95,"Adventure,Comedy,Family",4.9,2777000.0,35348551.0
Diary of the Dead,93,"Drama,Thriller",6.5,2750000.0,5394447.0
Deux,113,"Drama,Romance",5.7,2750000.0,1327823.0
The Black Stallion,118,"Adventure,Family,Sport",7.4,2700000.0,37799643.0
Ulee's Gold,113,Drama,7.0,2700000.0,15600000.0
Indivisible,78,Documentary,6.9,2700000.0,3589633.0
Lage Raho Munna Bhai,144,"Comedy,Drama,Romance",8.0,2700000.0,31517561.0
Le fils de l’autre,,,,2700000.0,5969923.0
The Monster,86,"Comedy,Horror,Mystery",6.2,2700000.0,86288.0
Sardaar Ji,,,,2700000.0,8200000.0
Rejsen til Saturn,,,,2700000.0,5377665.0
