title,runtime,genre,averageRating,budget,revenue
Star Wars Ep. VII: The Force Awakens,,,,533200000.0,2056046835.0
Avatar: The Way of Water,192,"Action,Adventure,Fantasy",7.5,460000000.0,2317514386.0
Indiana Jones and the Dial of Destiny,154,"Action,Adventure,Sci-Fi",6.5,402300000.0,383963057.0
Avengers: Endgame,181,"Action,Adventure,Drama",8.4,400000000.0,2748242781.0
Pirates of the Caribbean: On Stranger Tides,136,"Action,Adventure,Fantasy",6.6,379000000.0,1045713802.0
Avengers: Age of Ultron,141,"Action,Adventure,Sci-Fi",7.3,365000000.0,1395316979.0
Fast X,141,"Action,Adventure,Crime",5.7,340000000.0,714567285.0
Solo: A Star Wars Story,135,"Action,Adventure,Sci-Fi",6.9,330400000.0,393151347.0
Avengers: Infinity War,149,"Action,Adventure,Sci-Fi",8.4,300000000.0,2048359754.0
Pirates of the Caribbean: At World’s End,,,,300000000.0,960996492.0
Justice League,120,"Action,Adventure,Fantasy",6.1,300000000.0,655945209.0
Mission: Impossible Dead Reckoning Part One,,,,290000000.0,566644143.0
Rogue One: A Star Wars Story,133,"Action,Adventure,Sci-Fi",7.8,280200000.0,1055083596.0
Star Wars: The Rise of Skywalker,,,,275000000.0,1070655325.0
The Marvels,105,"Action,Adventure,Fantasy",5.5,274800000.0,199706250.0
John Carter,132,"Action,Adventure,Sci-Fi",6.6,263700000.0,282778100.0
Batman v Superman: Dawn of Justice,151,"Action,Adventure,Sci-Fi",6.5,263000000.0,872395091.0
Star Wars Ep. VIII: The Last Jedi,,,,262000000.0,1322581071.0
The Lion King,88,"Adventure,Animation,Drama",8.5,260000000.0,1661454403.0
Tangled,95,Drama,5.9,260000000.0,582440151.0
Spider-Man 3,139,"Action,Adventure,Sci-Fi",6.3,258000000.0,895937268.0
Black Panther: Wakanda Forever,161,"Action,Adventure,Drama",6.7,250000000.0,853985546.0
Captain America: Civil War,147,"Action,Sci-Fi",7.8,250000000.0,1151899586.0
Guardians of the Galaxy Vol 3,,,,250000000.0,845468744.0
Thor: Love and Thunder,118,"Action,Adventure,Comedy",6.2,250000000.0,760928081.0
Harry Potter and the Half-Blood Prince,153,"Action,Adventure,Family",7.6,250000000.0,926069091.0
The Little Mermaid,74,"Adventure,Animation,Drama",7.3,250000000.0,569626289.0
The Hobbit: The Desolation of Smaug,161,"Adventure,Fantasy",7.8,250000000.0,959358436.0
The Hobbit: The Battle of the Five Armies,144,"Adventure,Fantasy",7.4,250000000.0,940323039.0
The Fate of the Furious,136,"Action,Crime,Thriller",6.6,250000000.0,1235534014.0
No Time to Die,95,Comedy,7.5,250000000.0,758929771.0
Spectre,148,"Action,Adventure,Thriller",6.8,245000000.0,879077344.0
Avatar,\N,Drama,6.3,237000000.0,2923706026.0
Superman Returns,154,"Action,Adventure,Sci-Fi",6.1,232000000.0,391081192.0
The Dark Knight Rises,164,"Action,Drama,Thriller",8.4,230000000.0,1082228107.0
Pirates of the Caribbean: Dead Men Tell No Tales,129,"Action,Adventure,Fantasy",6.5,230000000.0,794861794.0
Quantum of Solace,106,"Action,Adventure,Mystery",6.5,230000000.0,591692078.0
The Avengers,87,"Drama,War",6.1,225000000.0,1515100211.0
Pirates of the Caribbean: Dead Man’s Chest,,,,225000000.0,1066179725.0
Man of Steel,85,"Drama,Family,Fantasy",7.0,225000000.0,667999518.0
The Chronicles of Narnia: Prince Caspian,150,"Action,Adventure,Family",6.5,225000000.0,417341288.0
The Lone Ranger,264,Western,6.7,225000000.0,260002115.0
The Amazing Spider-Man,136,"Action,Adventure,Sci-Fi",6.9,220000000.0,758576824.0
Battleship,131,"Action,Adventure,Sci-Fi",5.8,220000000.0,313477717.0
Transformers: The Last Knight,154,"Action,Adventure,Sci-Fi",5.2,217000000.0,602893340.0
Jurassic World,124,"Action,Adventure,Sci-Fi",6.9,215000000.0,1671063641.0
Men in Black 3,,,,215000000.0,654213485.0
Transformers: Revenge of the Fallen,149,"Action,Adventure,Sci-Fi",6.0,210000000.0,836519699.0
Transformers: Age of Extinction,165,"Action,Adventure,Sci-Fi",5.6,210000000.0,1104054072.0
X-Men: The Last Stand,104,"Action,Adventure,Sci-Fi",6.6,210000000.0,459260946.0
Robin Hood,\N,Adventure,5.5,210000000.0,322459006.0
King Kong,100,"Adventure,Horror",7.9,207000000.0,550517357.0
Aquaman and the Lost Kingdom,124,"Action,Adventure,Fantasy",5.6,205000000.0,433845564.0
The Golden Compass,113,"Adventure,Family,Fantasy",6.1,205000000.0,367262558.0
Tenet,150,"Action,Sci-Fi,Thriller",7.3,205000000.0,359518466.0
Spider-Man: No Way Home,148,"Action,Adventure,Fantasy",8.2,200000000.0,1921292753.0
Black Panther,134,"Action,Adventure,Sci-Fi",7.3,200000000.0,1334157082.0
Titanic,85,"Action,Drama,History",6.1,200000000.0,2223048786.0
Inside Out 2,96,"Adventure,Animation,Comedy",7.6,200000000.0,1695617334.0
Deadpool &amp; Wolverine,,,,200000000.0,1335314346.0
Incredibles 2,118,"Action,Adventure,Animation",7.5,200000000.0,1242805359.0
Finding Dory,97,"Adventure,Animation,Comedy",7.2,200000000.0,1025006125.0
Toy Story 4,100,"Adventure,Animation,Comedy",7.6,200000000.0,1072817964.0
Toy Story 3,103,"Adventure,Animation,Comedy",8.3,200000000.0,1068879522.0
Doctor Strange in the Multiverse of Madness,126,"Action,Adventure,Fantasy",6.9,200000000.0,952224986.0
Iron Man 3,130,"Action,Adventure,Sci-Fi",7.1,200000000.0,1214630956.0
Guardians of the Galaxy Vol 2,,,,200000000.0,869087963.0
Spider-Man 2,127,"Action,Adventure,Sci-Fi",7.5,200000000.0,795888127.0
The Batman,176,"Action,Crime,Drama",7.8,200000000.0,765950479.0
Alice in Wonderland,52,"Adventure,Family,Fantasy",6.1,200000000.0,1025491110.0
Skyfall,143,"Action,Adventure,Thriller",7.8,200000000.0,1110526981.0
The Hobbit: An Unexpected Journey,169,"Adventure,Fantasy",7.8,200000000.0,1014938545.0
Monsters University,104,"Adventure,Animation,Comedy",7.2,200000000.0,743455810.0
Oz the Great and Powerful,130,"Adventure,Family,Fantasy",6.3,200000000.0,490359051.0
X-Men: Days of Future Past,132,"Action,Adventure,Sci-Fi",7.9,200000000.0,747862775.0
Ant-Man and the Wasp: Quantumania,124,"Action,Adventure,Comedy",6.0,200000000.0,463635303.0
The Amazing Spider-Man 2,142,"Action,Adventure,Sci-Fi",6.6,200000000.0,709672746.0
Cars 2,106,"Adventure,Animation,Comedy",6.2,200000000.0,560155383.0
Black Widow,95,"Drama,Film-Noir,Mystery",6.7,200000000.0,379751131.0
Fast &amp; Furious Presents: Hobbs &amp; Shaw,,,,200000000.0,760732926.0
F9: The Fast Saga,143,"Action,Crime,Thriller",5.2,200000000.0,719360068.0
Tron: Legacy,125,"Action,Adventure,Sci-Fi",6.8,200000000.0,399866199.0
Black Adam,125,"Action,Adventure,Fantasy",6.2,200000000.0,390455088.0
2012,158,"Action,Adventure,Sci-Fi",5.8,200000000.0,757677748.0
Eternals,156,"Action,Adventure,Fantasy",6.3,200000000.0,401731759.0
Fantastic Beasts: The Crimes of Grindelwald,134,"Adventure,Family,Fantasy",6.5,200000000.0,648455339.0
Elemental,101,"Adventure,Animation,Comedy",7.0,200000000.0,484829737.0
Terminator Salvation,115,"Action,Adventure,Sci-Fi",6.5,200000000.0,365491792.0
Lightyear,105,"Action,Adventure,Animation",6.1,200000000.0,218878024.0
Jungle Cruise,127,"Action,Adventure,Comedy",6.6,200000000.0,210469803.0
Green Lantern,114,"Action,Adventure,Sci-Fi",5.5,200000000.0,219535492.0
The Flash,144,"Action,Adventure,Fantasy",6.6,200000000.0,266550332.0
Fantastic Beasts: The Secrets of Dumbledore,142,"Adventure,Family,Fantasy",6.2,200000000.0,404560145.0
Prince of Persia: Sands of Time,,,,200000000.0,336359676.0
Killers of the Flower Moon,206,"Crime,Drama,History",7.6,200000000.0,156424331.0
Dark Phoenix,,,,200000000.0,246356895.0
Wish,95,"Adventure,Animation,Comedy",5.6,200000000.0,240438115.0
Onward,102,"Adventure,Animation,Comedy",7.4,200000000.0,133357601.0
Napoleon,330,"Biography,Drama,History",8.2,200000000.0,217917156.0
Wonder Woman 1984,151,"Action,Adventure,Fantasy",5.4,200000000.0,166360232.0
Argylle,139,"Action,Comedy,Thriller",5.6,200000000.0,96214128.0
Mulan,87,"Adventure,Animation,Comedy",7.7,200000000.0,69973540.0
The Tomorrow War,138,"Action,Adventure,Drama",6.6,200000000.0,19220000.0
The Gray Man,87,"Action,Crime,Drama",7.9,200000000.0,451178.0
Transformers: Dark of the Moon,154,"Action,Adventure,Sci-Fi",6.2,195000000.0,1123794079.0
Transformers: Rise of the Beasts,127,"Action,Adventure,Sci-Fi",6.0,195000000.0,439241749.0
The Mummy,73,"Fantasy,Horror",7.0,195000000.0,409953905.0
Jack the Giant Slayer,114,"Action,Adventure,Fantasy",6.3,195000000.0,197687603.0
Furious 7,137,"Action,Crime,Thriller",7.1,190000000.0,1511986364.0
Dune: Part Two,166,"Action,Adventure,Drama",8.5,190000000.0,709565868.0
Star Trek Into Darkness,132,"Action,Adventure,Sci-Fi",7.7,190000000.0,467381584.0
World War Z,116,"Action,Adventure,Horror",7.0,190000000.0,531861650.0
The Great Gatsby,91,"Drama,Mystery,Romance",6.5,190000000.0,353497733.0
Disney’s A Christmas Carol,,,,190000000.0,315709697.0
Pacific Rim,131,"Action,Adventure,Sci-Fi",6.9,190000000.0,411002906.0
Joker: Folie à Deux,,,,190000000.0,192909789.0
The Matrix Resurrections,148,"Action,Sci-Fi",5.6,190000000.0,159197755.0
The Good Dinosaur,93,"Action,Adventure,Animation",6.7,187500000.0,333771037.0
Iron Man,82,"Drama,Film-Noir,Sport",6.2,186000000.0,584877827.0
The Dark Knight,152,"Action,Crime,Drama",9.0,185000000.0,1007695772.0
Indiana Jones and the Kingdom of the Crystal Skull,122,"Action,Adventure",6.2,185000000.0,786635413.0
Brave,58,"Drama,Music",7.1,185000000.0,554606532.0
Kong: Skull Island,118,"Action,Adventure,Fantasy",6.7,185000000.0,561072059.0
Star Trek Beyond,122,"Action,Adventure,Sci-Fi",7.0,185000000.0,335673708.0
Maleficent: Mistress of Evil,119,"Adventure,Drama,Family",6.6,185000000.0,489181357.0
Blade Runner 2049,164,"Action,Drama,Mystery",8.0,185000000.0,258157449.0
Terminator: Dark Fate,128,"Action,Adventure,Sci-Fi",6.2,185000000.0,250367666.0
The Suicide Squad,132,"Action,Adventure,Comedy",7.2,185000000.0,167097737.0
Aladdin,95,"Adventure,Comedy,Fantasy",5.4,182000000.0,1046587513.0
Thor: Ragnarok,130,"Action,Adventure,Comedy",7.9,180000000.0,850482778.0
"The Chronicles of Narnia: The Lion, the Witch a…",,,,180000000.0,720539572.0
Maleficent,97,"Action,Adventure,Drama",6.9,180000000.0,758536735.0
Fantastic Beasts and Where to Find Them,132,"Adventure,Family,Fantasy",7.2,180000000.0,811724385.0
WALL-E,,,,180000000.0,532508025.0
Rush Hour 3,91,"Action,Comedy,Crime",6.2,180000000.0,256585882.0
The Legend of Tarzan,110,"Action,Adventure,Drama",6.2,180000000.0,348902025.0
Hugo,\N,\N,8.4,180000000.0,180047784.0
Valerian and the City of a Thousand Planets,136,"Action,Adventure,Fantasy",6.4,180000000.0,215098356.0
Jupiter Ascending,127,"Action,Adventure,Sci-Fi",5.3,179000000.0,181982519.0
Mission: Impossible—Fallout,,,,178000000.0,786626183.0
X-Men: Apocalypse,144,"Action,Adventure,Sci-Fi",6.8,178000000.0,542537546.0
The Meg,113,"Action,Horror,Sci-Fi",5.7,178000000.0,527267828.0
Edge of Tomorrow,113,"Action,Adventure,Sci-Fi",7.9,178000000.0,367028980.0
Captain Marvel,123,"Action,Adventure,Sci-Fi",6.8,175000000.0,1129576094.0
The Jungle Book,108,"Action,Adventure,Family",6.7,175000000.0,951806722.0
Inside Out,97,"Comedy,Crime,Thriller",5.7,175000000.0,850309035.0
Spider-Man: Homecoming,133,"Action,Adventure,Sci-Fi",7.4,175000000.0,878852749.0
Suicide Squad,58,"Action,Drama,Romance",4.3,175000000.0,745744980.0
Up,96,"Adventure,Animation,Comedy",8.3,175000000.0,731463377.0
Coco,95,"Comedy,Drama",3.5,175000000.0,796401721.0
Ralph Breaks The Internet,,,,175000000.0,529290830.0
Monsters vs. Aliens,94,"Action,Adventure,Animation",6.4,175000000.0,381687380.0
Cars 3,102,"Adventure,Animation,Comedy",6.7,175000000.0,383541369.0
G.I. Joe: The Rise of Cobra,118,"Action,Adventure,Sci-Fi",5.7,175000000.0,302469017.0
Wild Wild West,106,"Action,Comedy,Sci-Fi",4.9,175000000.0,221229335.0
The Mummy: Tomb of the Dragon Emperor,112,"Action,Adventure,Fantasy",5.2,175000000.0,405760225.0
Evan Almighty,96,"Comedy,Family,Fantasy",5.4,175000000.0,174131329.0
Waterworld,135,"Action,Adventure,Sci-Fi",6.3,175000000.0,264246220.0
Dolittle,101,"Adventure,Comedy,Family",5.6,175000000.0,251509294.0
King Arthur: Legend of the Sword,126,"Action,Adventure,Drama",6.7,175000000.0,139630336.0
47 Ronin,132,"Action,Drama,War",6.4,175000000.0,151716815.0
Turning Red,100,"Adventure,Animation,Comedy",7.0,175000000.0,12271142.0
Top Gun: Maverick,130,"Action,Drama",8.2,170000000.0,1464244117.0
Jurassic World: Fallen Kingdom,128,"Action,Adventure,Sci-Fi",6.1,170000000.0,1308323302.0
Guardians of the Galaxy,121,"Action,Adventure,Comedy",8.0,170000000.0,770882395.0
Iron Man 2,124,"Action,Sci-Fi",6.9,170000000.0,621156389.0
Captain America: The Winter Soldier,136,"Action,Adventure,Sci-Fi",7.7,170000000.0,714401889.0
Dawn of the Planet of the Apes,130,"Action,Adventure,Drama",7.6,170000000.0,710644566.0
The Polar Express,100,"Adventure,Animation,Comedy",6.6,170000000.0,312183437.0
Snow White and the Huntsman,127,"Action,Adventure,Drama",6.1,170000000.0,401021746.0
Terminator 3: Rise of the Machines,109,"Action,Sci-Fi",6.3,170000000.0,433058296.0
Van Helsing,131,"Action,Adventure,Fantasy",6.1,170000000.0,300150546.0
Dumbo,64,"Adventure,Animation,Drama",7.2,170000000.0,353166307.0
Godzilla: King of the Monsters,132,"Action,Adventure,Fantasy",6.0,170000000.0,383299914.0
Tomorrowland,130,"Action,Adventure,Family",6.4,170000000.0,206627518.0
Alita: Battle Angel,122,"Action,Adventure,Sci-Fi",7.3,170000000.0,401900040.0
Alice Through the Looking Glass,113,"Adventure,Family,Fantasy",6.2,170000000.0,276928112.0
Furiosa: A Mad Max Saga,148,"Action,Adventure,Sci-Fi",7.5,168000000.0,172413189.0
Jurassic World: Dominion,,,,165000000.0,1004004592.0
Shrek Forever After,93,"Adventure,Animation,Comedy",6.3,165000000.0,756244673.0
Doctor Strange,115,"Action,Adventure,Fantasy",7.5,165000000.0,676343174.0
Big Hero 6,102,"Action,Adventure,Animation",7.8,165000000.0,647263005.0
How to Train Your Dragon,98,"Action,Adventure,Animation",8.1,165000000.0,494870992.0
Wreck-It Ralph,101,"Adventure,Animation,Comedy",7.7,165000000.0,496511521.0
Interstellar,169,"Adventure,Drama,Sci-Fi",8.7,165000000.0,646502984.0
Dune,137,"Action,Adventure,Sci-Fi",6.3,165000000.0,429941853.0
Independence Day: Resurgence,120,"Action,Adventure,Sci-Fi",5.2,165000000.0,384169424.0
Cowboys and Aliens,,,,163000000.0,176038324.0
Beauty and the Beast,93,"Drama,Fantasy,Romance",7.9,160000000.0,1268697483.0
Spider-Man: Far From Home,,,,160000000.0,1132298674.0
Aquaman,143,"Action,Adventure,Fantasy",6.8,160000000.0,1131849702.0
Shrek the Third,93,"Adventure,Animation,Comedy",6.1,160000000.0,807330936.0
Inception,148,"Action,Adventure,Sci-Fi",8.8,160000000.0,825786894.0
The Hunger Games: Mockingjay - Part 2,137,"Action,Adventure,Sci-Fi",6.6,160000000.0,646219954.0
Fast and Furious 6,,,,160000000.0,789300444.0
Godzilla,96,"Horror,Sci-Fi",7.5,160000000.0,529076069.0
Kingdom of the Planet of the Apes,145,"Action,Adventure,Drama",6.9,160000000.0,397369969.0
X-Men: First Class,131,"Action,Sci-Fi",7.7,160000000.0,355408305.0
The Curious Case of Benjamin Button,166,"Drama,Fantasy,Romance",7.8,160000000.0,329631958.0
The Sorcerer's Apprentice,73,"Animation,Family,Fantasy",7.5,160000000.0,217986320.0
Poseidon,98,"Action,Adventure,Thriller",5.7,160000000.0,181674817.0
Warcraft,123,"Action,Adventure,Fantasy",6.7,160000000.0,438899824.0
The Irishman,108,"Drama,Romance",6.4,159000000.0,914706.0
Haunted Mansion,90,Horror,4.9,157750000.0,114797989.0
Deepwater Horizon,107,"Action,Drama,History",7.1,156000000.0,122333118.0
Twisters,122,"Action,Adventure,Thriller",6.6,155000000.0,369836203.0
The Chronicles of Narnia: The Voyage of the Daw…,,,,155000000.0,418186950.0
Godzilla vs. Kong,113,"Action,Sci-Fi,Thriller",6.3,155000000.0,449450112.0
Terminator: Genisys,,,,155000000.0,432150894.0
Pacific Rim: Uprising,111,"Action,Adventure,Sci-Fi",5.6,155000000.0,290930148.0
Alexander,175,"Action,Biography,Drama",5.6,155000000.0,167297191.0
War for the Planet of the Apes,140,"Action,Adventure,Drama",7.4,152000000.0,489592267.0
Pearl Harbor,183,"Action,Drama,Romance",6.2,151500000.0,449239853.0
Barbie,114,"Adventure,Comedy,Fantasy",6.8,151000000.0,1446938421.0
Transformers,144,"Action,Adventure,Sci-Fi",7.1,151000000.0,708272592.0
Frozen II,103,"Adventure,Animation,Comedy",6.8,150000000.0,1451653316.0
Wonder Woman,141,"Action,Adventure,Fantasy",7.3,150000000.0,817691766.0
Frozen,99,Drama,6.5,150000000.0,1273378817.0
Zootopia,108,"Action,Adventure,Animation",8.0,150000000.0,1000877770.0
Harry Potter and the Order of the Phoenix,138,"Action,Adventure,Family",7.5,150000000.0,937034773.0
Harry Potter and the Goblet of Fire,157,"Adventure,Family,Fantasy",7.7,150000000.0,885222986.0
The Matrix Reloaded,138,"Action,Sci-Fi",7.2,150000000.0,738576929.0
I am Legend,,,,150000000.0,585532684.0
Moana,85,Documentary,6.8,150000000.0,686127612.0
Hancock,92,"Action,Comedy,Drama",6.4,150000000.0,624234272.0
Shang-Chi and the Legend of the Ten Rings,132,"Action,Adventure,Fantasy",7.4,150000000.0,432224634.0
Charlie and the Chocolate Factory,115,"Adventure,Comedy,Family",6.7,150000000.0,475825484.0
Ratatouille,111,"Adventure,Animation,Comedy",8.1,150000000.0,626549695.0
Thor: The Dark World,112,"Action,Adventure,Fantasy",6.7,150000000.0,644602516.0
Batman Begins,140,"Action,Crime,Drama",8.2,150000000.0,356770593.0
Mission: Impossible—Rogue Nation,,,,150000000.0,688858992.0
Dunkirk,135,"Action,Drama,History",7.1,150000000.0,509736928.0
Thor,115,"Action,Fantasy",7.0,150000000.0,449326618.0
Madagascar: Escape 2 Africa,89,"Adventure,Animation,Comedy",6.6,150000000.0,599680774.0
X-Men Origins: Wolverine,107,"Action,Sci-Fi",6.5,150000000.0,374825760.0
Night at the Museum: Battle of the Smithsonian,105,"Adventure,Comedy,Family",6.0,150000000.0,402231063.0
Kung Fu Panda 2,90,"Action,Adventure,Animation",7.3,150000000.0,664837547.0
Mad Max: Fury Road,120,"Action,Adventure,Sci-Fi",8.1,150000000.0,368297521.0
Pokémon: Detective Pikachu,,,,150000000.0,428919826.0
The Matrix Revolutions,129,"Action,Sci-Fi",6.7,150000000.0,427300260.0
Ready Player One,140,"Action,Adventure,Sci-Fi",7.4,150000000.0,579055653.0
Chicken Little,81,"Adventure,Animation,Comedy",5.7,150000000.0,310043823.0
Mission: Impossible III,126,"Action,Adventure,Thriller",6.9,150000000.0,399387745.0
Angels &amp; Demons,,,,150000000.0,490875846.0
Troy,163,"Adventure,Drama",7.3,150000000.0,483152040.0
The Last Airbender,103,"Action,Adventure,Family",4.0,150000000.0,319713881.0
Bee Movie,91,"Adventure,Animation,Comedy",6.1,150000000.0,287594577.0
G-Force,88,"Action,Adventure,Animation",5.1,150000000.0,292817841.0
Bolt,96,"Adventure,Animation,Comedy",6.8,150000000.0,328015029.0
Encanto,102,"Animation,Comedy,Family",7.2,150000000.0,231181871.0
Dungeons &amp; Dragons: Honor Among Thieves,,,,150000000.0,207854947.0
Wrath of the Titans,99,"Action,Adventure,Fantasy",5.7,150000000.0,305270083.0
Beowulf,95,"Action,Adventure,Fantasy",4.1,150000000.0,195080579.0
Dark Shadows,113,"Comedy,Fantasy,Horror",6.2,150000000.0,245564215.0
White House Down,131,"Action,Drama,Thriller",6.3,150000000.0,205440387.0
Space Jam: A New Legacy,115,"Adventure,Animation,Comedy",4.5,150000000.0,143315849.0
The Wolfman,103,"Drama,Fantasy,Horror",5.8,150000000.0,142634358.0
The Great Wall,200,"Adventure,Biography,Drama",6.6,150000000.0,334486852.0
Pan,96,Drama,6.6,150000000.0,151525973.0
Mars Needs Moms,88,"Adventure,Animation,Comedy",5.4,150000000.0,39549758.0
Moonfall,130,"Action,Adventure,Sci-Fi",5.1,150000000.0,59053195.0
Red Notice,118,"Action,Comedy,Thriller",6.3,150000000.0,173638.0
Flushed Away,85,"Action,Adventure,Animation",6.6,149000000.0,179357126.0
Madagascar 3: Europe's Most Wanted,93,"Adventure,Animation,Comedy",6.8,145000000.0,746921271.0
Mission: Impossible—Ghost Protocol,,,,145000000.0,694713230.0
How to Train Your Dragon 2,102,"Action,Adventure,Animation",7.8,145000000.0,614586270.0
Tarzan,88,"Adventure,Animation,Comedy",7.3,145000000.0,448191819.0
Mr. Peabody &amp; Sherman,,,,145000000.0,269806430.0
Rise of the Guardians,97,"Action,Adventure,Animation",7.2,145000000.0,306941670.0
Sahara,70,Adventure,4.4,145000000.0,121645390.0
Ghostbusters,105,"Action,Comedy,Fantasy",7.8,144000000.0,229008658.0
Die Another Day,133,"Action,Adventure,Thriller",6.1,142000000.0,431942139.0
Pirates of the Caribbean: The Curse of the Blac…,,,,140000000.0,654310819.0
Star Trek,127,"Action,Adventure,Sci-Fi",7.9,140000000.0,386839614.0
Armageddon,\N,"Action,Sci-Fi",6.8,140000000.0,554600000.0
Men in Black 2,,,,140000000.0,441767803.0
Captain America: The First Avenger,124,"Action,Adventure,Sci-Fi",6.9,140000000.0,370569776.0
Kung Fu Panda 3,95,"Action,Adventure,Animation",7.1,140000000.0,520189225.0
Lethal Weapon 4,127,"Action,Crime,Thriller",6.6,140000000.0,285400000.0
G.I. Joe: Retaliation,110,"Action,Adventure,Sci-Fi",5.7,140000000.0,375740705.0
The Last Samurai,90,"Action,Adventure,Drama",4.5,140000000.0,456810575.0
Fun with Dick &amp; Jane,,,,140000000.0,203018919.0
Exodus: Gods and Kings,150,"Action,Adventure,Drama",6.0,140000000.0,268314513.0
The BFG,91,"Adventure,Animation,Drama",6.7,140000000.0,199646680.0
Gemini Man,117,"Action,Sci-Fi,Thriller",5.7,140000000.0,166598362.0
Gods of Egypt,127,"Action,Adventure,Drama",5.4,140000000.0,138836756.0
Spider-Man,121,"Action,Adventure,Sci-Fi",7.4,139000000.0,822652858.0
Watchmen,162,"Action,Drama,Mystery",7.6,138000000.0,186976250.0
Stealth,121,"Action,Adventure,Sci-Fi",5.1,138000000.0,76416746.0
The Incredible Hulk,112,"Action,Adventure,Sci-Fi",6.6,137500000.0,265573859.0
Hulk,138,"Action,Sci-Fi",5.6,137000000.0,245031679.0
Final Fantasy: The Spirits Within,106,"Action,Adventure,Animation",6.4,137000000.0,85131830.0
"The Twilight Saga: Breaking Dawn, Part 2",,,,136200000.0,829724737.0
Godzilla x Kong: The New Empire,115,"Action,Adventure,Fantasy",6.1,135000000.0,568721707.0
The Croods,98,"Adventure,Animation,Comedy",7.1,135000000.0,573068425.0
The Revenant,117,"Comedy,Fantasy,Horror",6.3,135000000.0,532938302.0
The World is Not Enough,,,,135000000.0,361730660.0
Rango,66,Adventure,6.0,135000000.0,245724600.0
Master and Commander: The Far Side of the World,138,"Action,Adventure,Drama",7.5,135000000.0,212912137.0
Turbo,96,"Adventure,Animation,Comedy",6.4,135000000.0,286896578.0
Teenage Mutant Ninja Turtles: Out of the Shadows,112,"Action,Adventure,Comedy",5.9,135000000.0,245328374.0
Happy Feet Two,100,"Adventure,Animation,Comedy",5.8,135000000.0,157956462.0
Miami Vice,132,"Action,Crime,Drama",6.1,135000000.0,164920076.0
Strange World,86,"Action,Adventure,Drama",6.6,135000000.0,70699728.0
The Nutcracker and the Four Realms,99,"Adventure,Family,Fantasy",5.6,132900000.0,170024300.0
War of the Worlds,117,"Action,Adventure,Sci-Fi",6.5,132000000.0,606836535.0
Penguins of Madagascar,92,"Action,Adventure,Animation",6.6,132000000.0,366942531.0
The Hunger Games: Catching Fire,146,"Action,Adventure,Sci-Fi",7.5,130000000.0,864808014.0
Harry Potter and the Prisoner of Azkaban,142,"Adventure,Family,Fantasy",7.9,130000000.0,783221274.0
The Bourne Ultimatum,115,"Action,Mystery,Thriller",8.0,130000000.0,444043396.0
Ant-Man and the Wasp,118,"Action,Adventure,Comedy",7.0,130000000.0,623144660.0
Kung Fu Panda,92,"Action,Adventure,Animation",7.6,130000000.0,631910531.0
Ant-Man,117,"Action,Comedy,Sci-Fi",7.2,130000000.0,518858449.0
Home,91,"Comedy,Drama",4.8,130000000.0,385997896.0
Mary Poppins Returns,130,"Adventure,Comedy,Family",6.7,130000000.0,345606500.0
Puss in Boots,80,"Adventure,Animation,Comedy",7.2,130000000.0,554987477.0
Megamind,95,"Action,Adventure,Animation",7.3,130000000.0,321887208.0
Bad Boys II,147,"Action,Comedy,Crime",6.6,130000000.0,273271982.0
Rio 2,101,"Adventure,Animation,Comedy",6.3,130000000.0,492846291.0
Salt,78,\N,6.3,130000000.0,290650494.0
Noah,130,"Family,History,Musical",5.5,130000000.0,352831065.0
The Adventures of Tintin,107,"Action,Adventure,Animation",7.3,130000000.0,373993951.0
After Earth,100,"Action,Adventure,Sci-Fi",4.8,130000000.0,251499665.0
Australia,140,Drama,6.3,130000000.0,215080810.0
R.I.P.D.,96,"Action,Adventure,Comedy",5.6,130000000.0,79076678.0
How to Train Your Dragon: The Hidden World,104,"Action,Adventure,Animation",7.4,129000000.0,520979901.0
Meg 2: The Trench,116,"Action,Adventure,Horror",5.0,129000000.0,394299160.0
"The Twilight Saga: Breaking Dawn, Part 1",,,,127500000.0,684436752.0
Dinosaur,82,"Adventure,Animation,Drama",6.4,127500000.0,356148063.0
Logan,94,"Comedy,Drama,Family",5.9,127000000.0,614202315.0
Night at the Museum: Secret of the Tomb,98,"Adventure,Comedy,Family",6.2,127000000.0,353756621.0
Harry Potter and the Deathly Hallows: Part II,,,,125000000.0,1312156768.0
The Hunger Games: Mockingjay - Part 1,123,"Action,Adventure,Sci-Fi",6.6,125000000.0,766575131.0
Harry Potter and the Sorcerer’s Stone,,,,125000000.0,963637834.0
Jumanji: The Next Level,123,"Action,Adventure,Comedy",6.7,125000000.0,795356912.0
Harry Potter and the Deathly Hallows: Part I,,,,125000000.0,944025977.0
Wonka,116,"Adventure,Comedy,Family",7.0,125000000.0,628971104.0
The Da Vinci Code,149,"Mystery,Thriller",6.6,125000000.0,767820459.0
X-Men 2,,,,125000000.0,406348630.0
Fast Five,130,"Action,Crime,Thriller",7.3,125000000.0,629975898.0
Teenage Mutant Ninja Turtles,93,"Action,Adventure,Comedy",6.8,125000000.0,485004754.0
Sherlock Holmes: A Game of Shadows,129,"Action,Adventure,Mystery",7.4,125000000.0,535663443.0
The Day After Tomorrow,124,"Action,Adventure,Sci-Fi",6.5,125000000.0,555840117.0
The Boss Baby,97,"Adventure,Animation,Comedy",6.3,125000000.0,527909949.0
Clash of the Titans,118,"Action,Adventure,Fantasy",6.9,125000000.0,493214888.0
